cust_id,label,basic_1,basic_2,basic_3,basic_4,basic_5,basic_6,basic_7,basic_8,basic_9,basic_10,basic_11,basic_12,basic_13,basic_14,basic_15,loan1_1,loan1_2,loan1_3,loan1_4,loan1_5,loan1_6,loan1_7,loan1_8,loan1_9,loan1_10,loan1_11,loan1_12,loan1_13,loan1_14,loan1_15,loan1_16,loan1_17,loan1_18,loan1_19,loan1_20,loan1_21,loan1_22,loan1_23,loan1_24,loan1_25,loan1_26,loan1_27,loan1_28,loan1_29,loan1_30,loan1_31,loan1_32,loan1_33,loan2_1,loan2_2,loan2_3,loan2_4,loan2_5,loan2_6,loan2_7,loan2_8,loan2_9,loan2_10,loan2_11,loan2_12,overdue_1,overdue_2,overdue_3,overdue_4,overdue_5,overdue_6,overdue_7,overdue_8,overdue_9,overdue_10,overdue_11,overdue_12,overdue_13,overdue_14,overdue_15,overdue_16,overdue_17,overdue_18,overdue_19,overdue_20,overdue_21,overdue_22,overdue_23,overdue_24,overdue_25,overdue_26,overdue_27,overdue_28,overdue_29,query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10,query_11
1357,0,-99,-99,-99,-99,1,1,55,0,0,3,0,0,-99,2,-99,0,1,3756,1,0,52250,98000,0,0,0,0,0,1,3032,12,2,3032,0,3756,-99,2134.5833,25615,0,3,-99,0,0,29.5,0,36,7.6666665,3,1,0,0,19,11,19,8,19,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,1,0,3,3,1,0,2,1
1358,0,1,8,220,220,1,3,26,0,0,5,0,0,2,1,-99,6.4236364,1.8308071,14132,1.8308071,0,8562.5,18810,0,0,0,0,6.4236364,1.8308071,2957,53,1,2957,1.3440909,7719,2,4676.9165,56123,0,8,2,0,0,12.25,0,13,9.25,3,1,1.0622728,0,3,1,3,3,3,0.03954545,0.06045455,0,3,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0
1359,0,2,73,458,458,1,1,24,0,0,5,0,0,1,1,-99,13.803572,1,4638,1,0,29000,29000,0,0,0,0,13.803572,1,3749,15,2,3749,11.157738,4638,-99,4314.8335,51778,0,3,-99,0,0,24,0,24,14.666667,3,2,77.604164,0,2,1,2,2,2,17.386906,19.633928,0,2,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,10,0,4,4,0,9,9,0,0,9,0
1360,0,1,140,0,0,1,1,34,0,0,3,0,0,107,1,-99,19.296217,18.46289,71396,18.46289,400000,131299.33,400000,0,0,20,2638,18.583242,55.946297,1229,33,2,2638,0.712973,3867,-99,56143.332,673720,0,3,-99,366720,0,90,0,240,77.666664,4,1,5.5551353,0,10,2,7,5,8,1.3697298,1.3697298,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351,0,1,0,0,0,0,0,1,0,0,6,0,1,1,0,4,2,0,0,4,0
1361,0,-99,-99,-99,-99,1,1,53,0,0,1,0,0,-99,1,-99,0,1,1028,1,0,3050,4000,0,0,0,0,0,1,484,11,1,484,0,1028,-99,445,5340,0,3,-99,0,0,19,0,26,6,2,3,0,0,4,2,3,3,4,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0
1362,0,-99,-99,-99,-99,1,1,36,0,0,3,0,0,-99,1,-99,0,1,3812,1,678000,0,678000,0,0,16,3812,0,0,0,0,1,3812,0,3812,2,47868.082,574417,0,0,2,574417,0,360,0,360,305,1,57,0,0,57,3,18,13,19,0,0,0,19,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3837,1,1,0,2,0,0,0,1,0,0,0,4,0,0,0,1,1,1,0,0,4
1363,0,-99,-99,-99,-99,1,1,33,0,0,1,0,0,-99,1,-99,0,1.1965116,6174,1.1965116,0,12825.714,56200,0,0,0,0,0,1.1965116,1772,14,3,1772,0,5160,-99,4627.8335,55534,1,7,-99,0,1000,15,36,36,9.142858,4,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,3,0,0,0,0,1,1,0,0,2,0
1364,0,-99,-99,-99,-99,-99,-99,30,0,0,-99,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,2,0,0,0,0,1,1,0,0,1,0
1365,0,-99,-99,-99,-99,1,1,42,0,0,2,0,0,-99,1,-99,0,1,6392,1,0,91333.336,220000,0,0,0,0,0,1,4387,10,1,4387,0,6392,-99,11513,138156,0,3,-99,0,0,48,0,120,27,3,2,0,0,4,1,4,4,4,0,0,0,4,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1366,0,-99,-99,-99,-99,1,1,33,0,0,2,0,0,-99,1,-99,0,1,1866,1,230000,52000,230000,0,0,21,1866,0,0,0,1,2,1866,0,1866,-99,13548.583,162583,0,1,-99,110583,0,178,0,178,68,2,11,0,0,9,2,4,3,4,0,0,0,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1865,1,-99,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,0
1367,0,1,126,0,0,1,1,33,0,0,3,0,0,3,1,-99,0,1,21284,1,310000,329000,358000,0,0,35,1750,0,1,10293,4,3,10293,0,21284,-99,66208.664,794504,0,2,-99,308272,190566,148,0,360,136,3,7,0,0,17,2,4,3,5,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,1,1,0,2,2,0,0,2,0
1368,0,-99,-99,-99,-99,2,2,44,0,0,2,0,0,-99,2,-99,0,1.3439485,73221,1.3439485,0,20896.354,135700,0,0,0,0,0,1.3439485,16461,74,3,16461,0,54482,-99,19681.25,236175,0,20,-99,0,85367,9.294118,0,35,3.9473684,11,1,0,0,44,2,22,15,22,0,0,0,22,4,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,20,1,3,3,0,7,6,0,0,10,0
1369,0,3,168,2808,2808,2,2,41,0,0,5,0,0,1,1,-99,2.3267522,1,27223,1,0,99666.664,300000,0,0,0,0,2.3267522,1,14569,7,1,14569,1.2452136,27223,-99,43749.668,524996,0,6,-99,0,0,29.5,0,36,27.5,4,1,20.444103,0,18,2,9,7,9,3.2820513,5.69453,0,8,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,7,0,2,2,0,7,7,0,0,7,0
1370,0,2,39,0,0,3,4,27,0,0,4,0,0,11,1,-99,0,1,1669,1,0,26785,33570,0,0,0,0,0,1,1042,9,1,1042,0,1669,-99,4352.1665,52226,0,2,-99,0,0,30.5,0,36,23.5,2,2,0,0,2,1,1,1,1,0,0,0,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,3,0,1,0,8,4,3,0,5,3
1371,0,-99,-99,-99,-99,2,2,27,0,0,3,0,0,-99,1,-99,0,2.0640101,4869,2.0640101,0,4400,6000,0,0,0,0,0,2.0640101,2075,5,1,2075,0,2359,-99,353.33334,4240,0,2,-99,0,0,7.5,0,12,2,2,3,0,0,15,11,14,2,14,0,0,0,14,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,5,0,4,4,0,4,4,0,0,5,0
1372,0,-99,-99,-99,-99,1,1,38,0,0,1,0,0,-99,1,-99,0,1,13433,1,0,393666.66,800000,0,0,0,0,0,1,10266,6,2,10266,0,13433,-99,93964.664,1127576,0,3,-99,0,1038576,28,0,36,24.333334,3,3,0,0,6,2,5,4,5,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0
1373,0,-99,-99,-99,-99,4,4,26,0,0,3,0,0,-99,2,-99,0,1,4644,1,0,15850,18200,0,0,0,0,0,1,3482,16,1,3482,0,4644,-99,1346.3334,16156,0,2,-99,0,0,13.5,0,15,1.5,2,13,0,0,1,1,1,1,1,0,0,0,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,0,-99,-99,-99,-99,1,2,25,0,0,4,0,0,-99,1,-99,0,1,8024,1,0,262080,3000000,0,0,0,0,0,1,4041,40,3,4041,0,8024,-99,258915.25,3106983,0,12,-99,0,3002000,17.166666,0,60,15,7,1,0,0,2,1,2,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15628,0,-99,0,0,0,0,0,0,0,0,14,1,1,2,0,6,5,1,0,8,1
1375,0,-99,-99,-99,-99,1,1,32,0,0,2,0,0,-99,1,-99,0,0.5781408,3999,0.5781408,210000,44426.668,210000,0,0,7,1567,0,0.45457944,2918,6,3,2918,0,6917,-99,23671,284052,1,3,-99,209125,0,75.25,36,240,66.5,4,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,3,0,0,0,0,1,1,0,0,1,0
1376,0,-99,-99,-99,-99,2,4,39,0,0,2,0,0,-99,2,-99,0,1,29916,1,0,165476.25,300000,0,0,0,0,0,1,13115,19,2,13115,0,29916,-99,30222.666,362672,0,5,-99,0,99246,31.75,0,36,11.8,5,2,0,0,22,2,19,9,19,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6924,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1377,0,3,116,960,960,1,1,33,0,0,5,0,0,4,2,-99,4.21575,1,16863,1,0,102420,300000,0,0,0,0,4.21575,1,12147,10,3,12147,3.03675,16863,-99,38960.5,467526,0,5,-99,0,386329,21.6,0,36,14.2,5,5,0.5975,0,3,2,2,2,3,0.4275,0.4775,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1378,0,8,177,524,524,2,3,40,0,0,3,0,0,12,1,-99,2.7961667,1,16777,1,332000,7096.492,340000,0,0,7,1589,2.5313334,1,4198,104,3,4198,0.6996667,16777,-99,48171.418,578057,0,63,-99,250506,0,16.0625,0,360,9.734375,7,1,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,-99,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,0,0,1,0
1379,0,3,198,3660,3444,1,1,45,0,0,5,0,0,1,1,-99,0.42931148,1,6547,1,0,138550,250000,0,0,0,0,0.42931148,1,4779,10,2,4779,0.31337705,6547,-99,45141.668,541700,0,4,-99,0,0,30,0,36,21,4,1,0.00314754,0,7,1,4,4,4,0.00314754,0.00314754,0,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,704,1,1,0,0,0,0,0,0,0,0,5,1,2,2,0,2,2,0,0,3,0
1380,0,1,11,290,290,2,2,25,0,0,2,0,0,10,1,-99,0.5748276,1,1667,1,0,31000,60000,0,0,0,0,0.5748276,1,1667,12,2,1667,0.5748276,1667,-99,4472.25,53667,1,2,-99,0,0,20,36,36,17,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,4,0,1,1,0,2,2,0,0,2,0
1381,0,-99,-99,-99,-99,1,1,39,0,0,3,0,0,-99,1,-99,0,1,4199,1,0,42600,80000,0,0,0,0,0,1,2892,4,1,2892,0,4199,-99,7671.5,92058,0,3,-99,0,0,19,0,36,10.333333,2,2,0,0,10,5,8,3,8,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,4,7,0,0,4,1
1382,0,-99,-99,-99,-99,1,2,25,0,0,1,0,0,-99,1,-99,0,1.1689211,13999,1.1689211,570000,7000,570000,0,0,11,4932,0,1.2871947,7044,16,3,7044,0,11976,-99,47125,565500,0,3,-99,560500,5000,127,0,241,124.5,3,2,0,0,1,1,1,1,1,0,0,0,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,7,0,2,2,0,3,2,0,0,6,0
1383,0,-99,-99,-99,-99,1,2,35,0,0,5,0,0,-99,1,-99,0,0,0,0,0,25000,30000,0,0,0,0,0,0,0,16,1,0,0,0,-99,4166.6665,50000,0,2,-99,0,0,0,0,0,0,1,2,0,0,18,2,12,9,12,0,0,0,12,4,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0
1384,0,-99,-99,-99,-99,1,2,39,0,0,1,0,0,-99,1,-99,0,1,2744,1,0,30000,30000,0,0,0,0,0,1,2744,8,1,2744,0,2744,1,1666.6666,20000,0,1,1,0,20000,12,0,12,8,1,6,0,0,17,2,1,1,1,0,0,0,1,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
1385,0,-99,-99,-99,-99,1,1,34,0,0,0,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,2,0,0,0,0,0,0,0,0,1,0
1386,0,-99,-99,-99,-99,1,1,39,0,0,4,0,0,-99,1,-99,0,1,10847,1,0,8508.883,33000,0,0,0,0,0,1,2030,27,2,2030,0,10847,-99,6755.8335,81070,0,17,-99,0,0,12,0,12,7.5882354,5,2,0,0,6,2,2,2,2,0,0,0,2,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,4,0,2,2,0,3,3,0,0,3,0
1387,0,-99,-99,-99,-99,3,3,29,0,0,3,0,0,-99,1,-99,0,1,3847,1,200000,21666.666,200000,0,0,31,1565,0,1,1769,14,3,1769,0,3847,-99,14287,171444,1,3,-99,150397,0,59.25,36,180,37,3,4,0,0,6,2,5,4,5,0,0,0,5,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,0,2,28,428,428,3,3,28,0,0,4,0,0,11,1,-99,31.796635,5.807456,56704,5.807456,0,12500,78300,0,0,0,0,31.796635,5.807456,5000,128,1,5000,2.8037384,9764,-99,5910.5,70926,0,12,-99,0,0,13.8,0,41,7.5454545,6,1,35.822803,0,11,5,8,3,8,1.74,2.9170094,0,8,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,9,2,1,1,0,8,7,1,0,7,1
1389,0,-99,-99,-99,-99,1,1,44,0,0,1,0,0,-99,1,-99,0,5.004111,18260,5.004111,0,34069.75,50000,0,0,0,0,0,5.004111,2906,23,2,2906,0,3649,-99,7605.5835,91267,0,4,-99,0,67567,11.5,0,21,8.333333,3,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,-99,-99,-99,-99,4,1,0,0,0,0,0,0,0,1,0
1390,0,-99,-99,-99,-99,1,1,33,0,0,1,0,0,-99,1,-99,0,1,22749,1,470000,32255.555,470000,0,0,25,1381,0,1,6955,18,2,6955,0,22749,-99,36809,441708,0,9,-99,242045,0,51.8,0,360,43,9,3,0,0,8,2,3,1,3,0,0,0,3,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,6,0,1,1,0,2,2,0,0,3,0
1391,0,4,163,2971,2971,1,2,36,0,0,2,0,0,8,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0.00339535,0,5,2,1,1,1,0.00032558,0.00032558,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,-99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1392,0,-99,-99,-99,-99,1,1,46,0,0,3,0,0,-99,1,-99,0,1.4082719,138581,1.4082719,0,36676.316,406000,0,0,0,0,0,1.4082719,48290,61,3,48290,0,98405,-99,18402.25,220827,1,20,-99,0,92500,13.157895,24,24,7,6,2,0,0,15,2,14,8,14,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,3,4,1,0,2,2
1393,0,-99,-99,-99,-99,0,1,31,0,0,1,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,6,2,0,0,0,3,3,0,0,4,1
1394,0,-99,-99,-99,-99,1,1,28,0,0,1,0,0,-99,1,-99,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,7,1,0,0,0,-99,125,1500,0,1,-99,0,0,12,0,12,12,1,1,0,0,11,11,11,1,11,0,0,0,11,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1395,0,-99,-99,-99,-99,2,2,32,0,0,3,0,0,-99,1,-99,0,1.4347119,14119,1.4347119,350000,23880,350000,0,0,30,2583,0,1.5894185,4861,10,3,4861,0,9841,-99,31549.5,378594,0,4,-99,333942,583,71,0,240,51.8,5,11,0,0,5,5,5,1,5,0,0,0,5,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,2,0
1396,0,-99,-99,-99,-99,1,3,41,0,0,1,0,0,-99,2,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,0,0,0,3,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1397,0,-99,-99,-99,-99,1,1,23,0,0,2,0,0,-99,1,-99,0,1,2199,1,400000,0,400000,0,0,19,2199,0,0,0,0,1,2199,0,2199,-99,29499,353988,0,0,-99,353988,0,300,0,300,245,1,57,0,0,4,2,2,2,2,0,0,0,1,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,2,1,2,2,0,3,3,1,0,2,1
1398,0,-99,-99,-99,-99,3,3,36,0,0,5,0,0,-99,1,-99,0,0.90812975,21302,0.90812975,0,33951.855,300000,0,0,0,0,0,0.90812975,4791,53,3,4791,0,23457,-99,35334.668,424016,0,16,-99,0,309843,14.357142,0,36,6.75,12,2,0,0,35,11,29,12,29,0,0,0,28,5,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,11,1,1,1,0,4,5,0,0,7,0
1399,0,1,60,0,1560,1,1,33,0,0,5,0,0,14,1,-99,0.50815386,1,3303,1,0,29900,59040,0,0,0,0,0.50815386,1,3264,2,2,3264,0.5021539,3303,-99,2208,26496,1,2,-99,0,0,24,24,24,8.5,2,12,9.025385,0,59,11,21,9,21,0.37246153,0.7896923,0,21,17,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,4,0,1,0,6,6,3,0,3,4
1400,0,1,49,0,1360,1,1,27,0,0,4,0,0,17,1,-99,0,1,19650,1,0,27506.857,65000,0,0,0,0,0,1,9550,27,2,9550,0,19650,-99,12752.417,153029,0,7,-99,0,38201,12.428572,0,27,7.428571,6,1,0,0,16,11,12,2,12,0,0,0,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-99,0,0,0,0,0,0,0,0,10,3,3,7,0,9,9,3,0,10,3
1401,0,2,184,0,0,2,2,41,0,0,4,0,0,2,1,-99,0,1,16004,1,900000,263000,3080000,0,0,24,15094,0,1,910,36,3,11011,0,16004,-99,250908,3010896,0,1,-99,2747896,0,228,0,336,192,2,4,0,0,10,2,2,1,2,0,0,0,2,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,13,1,2,2,0,2,2,0,0,10,1
1402,0,1,88,440,440,1,1,25,0,0,2,0,0,3,1,-99,2.05,5.078829,4510,5.078829,0,8500,15000,0,0,0,0,2.05,5.078829,888,28,1,888,0.40363637,888,-99,1416.6666,17000,0,3,-99,0,0,9,0,12,9,3,2,0,0,3,1,1,1,1,0,0,0,0,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,9,0,1,1,0,6,6,0,0,6,0
1403,0,-99,-99,-99,-99,0,2,43,0,0,0,0,0,-99,1,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1404,0,1,81,0,0,2,2,30,0,0,5,0,0,3,2,-99,0,1,1779,1,0,40250,61000,0,0,0,0,0,1,1779,10,2,1779,0,1779,-99,12291.667,147500,0,4,-99,0,0,12,0,12,11,2,8,0,0,7,1,5,5,5,0,0,0,5,2,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1405,0,1,128,0,0,1,2,31,0,0,3,0,0,82,1,-99,0,1.1057793,8457,1.1057793,0,57232.332,137000,0,0,0,0,0,1.1057793,4550,34,2,4550,0,7648,-99,13811.333,165736,0,4,-99,0,0,32,0,36,23.25,4,2,0,0,5,1,3,3,3,0,0,0,2,3,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,4,1,0,0,0,2,4,0,0,2,0
1406,0,-99,-99,-99,-99,1,1,47,0,0,2,0,0,-99,1,-99,0,1,2659,1,0,101700,101700,0,0,0,0,0,1,2659,4,1,2659,0,2659,-99,6014.1665,72170,0,1,-99,0,0,36,0,36,22,1,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2659,1,-99,0,0,0,0,-99,-99,-99,-99,2,0,0,0,0,1,1,0,0,2,0
1407,0,-99,-99,-99,-99,1,1,33,0,0,1,0,0,-99,1,-99,0,2.030367,6753,2.030367,0,8090,20000,0,0,0,0,0,2.030367,1899,6,2,1899,0,3326,-99,1640.8334,19690,0,4,-99,0,2150,19.75,0,33,10.25,4,7,0,0,1,1,1,1,1,0,0,0,1,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1
1408,0,-99,-99,-99,-99,1,1,45,0,0,2,0,0,-99,1,-99,0,1.4742552,18754,1.4742552,0,45460.6,113303,0,0,0,0,0,1.4742552,7910,13,2,7910,0,12721,-99,13658.75,163905,0,5,-99,0,2500,19,0,35,13.2,5,3,0,0,9,2,8,5,8,0,0,0,8,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,7,2,1,1,0,5,5,2,0,4,2
1409,0,-99,-99,-99,-99,1,1,49,0,0,1,0,0,-99,1,-99,0,1,5446,1,0,17597.666,135425,0,0,0,0,0,1,3541,13,2,3541,0,5446,-99,7319.75,87837,0,9,-99,0,0,15.111111,0,36,8.111111,2,2,0,0,32,11,31,12,31,0,0,0,31,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,1,0,0,2
1410,0,-99,-99,-99,-99,1,2,34,0,0,1,0,0,-99,1,-99,0,1.1863524,10014,1.1863524,247000,4185.7144,247000,0,0,11,2061,0,1.082188,3556,37,2,3556,0,8441,-99,10295.667,123548,0,21,-99,58933,0,19.09091,0,180,11.272727,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,968,1,-99,1,1,0,0,0,0,0,0,7,0,1,1,0,6,6,0,0,7,0
1411,0,-99,-99,-99,-99,1,1,27,0,0,2,0,0,-99,1,-99,0,1,3618,1,0,10559.333,17678,0,0,0,0,0,1,1414,30,1,1414,0,3618,-99,2437.8333,29254,0,5,-99,0,0,24,0,44,15.6,4,1,0,0,6,2,3,2,3,0,0,0,3,1,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,7,0,4,4,0,6,6,0,0,7,0
1412,0,-99,-99,-99,-99,2,2,39,0,0,2,0,0,-99,1,-99,0,1,1128,1,0,5500,8500,0,0,0,0,0,1,527,20,1,527,0,1128,-99,844.0833,10129,0,3,-99,0,0,30.666666,0,49,9.666667,2,6,0,0,3,2,3,2,3,0,0,0,3,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,-99,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
