cust_id,province,industry,scope
5048,0,410,8
5049,20,6,3455
5050,0,194,3456
5051,1,638,3457
5052,8,192,3458
5053,11,175,3459
5054,0,138,3460
5055,9,114,3461
5056,4,113,8
5057,6,29,3462
5058,17,174,3463
5059,14,587,8
5060,0,377,3464
5061,0,435,3465
5062,4,41,8
5063,5,269,3466
5064,10,27,8
5065,18,163,3467
5066,0,170,3468
5067,4,274,8
5068,11,120,3469
5069,0,326,8
5070,15,474,3470
5071,14,196,3471
5072,6,44,3472
5073,8,87,3473
5074,11,65,8
5075,8,261,3474
5076,7,19,1099
5077,8,27,8
5078,0,124,3475
5079,25,61,3476
5080,17,17,3477
5081,13,121,8
5082,28,43,3478
5083,9,257,3479
5084,0,0,3480
5085,0,239,3481
5086,15,25,3482
5087,20,251,3483
5088,13,12,8
5089,17,17,178
5090,17,14,2240
5091,5,379,3484
5092,10,352,3485
5093,17,635,3486
5094,0,639,3487
5095,4,8,3488
5096,10,559,3489
5097,13,27,3490
5098,11,28,8
5099,0,102,3491
5100,0,68,3492
5101,17,8,3493
5102,24,152,3494
5103,5,31,3495
5104,11,99,3496
5105,25,41,3497
5106,25,99,3498
5107,0,293,3499
5108,1,31,3500
5109,14,230,3501
5110,0,59,8
5111,1,32,3502
5112,22,429,3503
5113,0,434,3504
5114,7,41,3505
5115,9,56,3506
5116,8,225,3507
5117,25,47,3508
5118,10,41,3509
5119,17,41,3510
5120,4,393,3511
5121,12,78,8
5122,11,56,8
5123,25,7,3512
5124,13,12,3513
5125,0,41,3514
5126,12,9,3515
5127,11,342,8
5128,24,146,3516
5129,7,78,3517
5130,0,3,3518
5131,4,20,3519
5132,8,19,3520
5133,11,110,8
5134,24,50,8
5135,24,27,483
5136,24,8,3521
5137,13,168,3522
5138,21,640,8
5139,24,553,8
5140,0,42,8
5141,17,103,3523
5142,8,116,622
5143,5,211,3524
5144,22,363,3525
5145,7,225,3526
5146,0,13,3527
5147,5,160,3528
5148,4,91,3529
5149,4,56,3530
5150,20,522,3531
5151,11,56,8
5152,9,201,8
5153,20,107,3532
5154,15,641,3533
5155,13,37,3534
5156,8,17,3535
5157,7,230,3536
5158,12,115,3537
5159,17,8,3538
5160,0,70,3539
5161,4,642,3540
5162,5,238,294
5163,11,322,3541
5164,8,62,3542
5165,11,8,8
5166,8,56,3543
5167,24,110,8
5168,15,614,3544
5169,13,622,3545
5170,26,56,8
5171,5,52,8
5172,17,3,8
5173,4,48,8
5174,0,12,3546
5175,12,99,3547
5176,11,17,8
5177,22,61,3548
5178,17,25,3549
5179,2,70,8
5180,9,29,3550
5181,5,328,8
5182,14,111,3551
5183,10,39,8
5184,4,27,3552
5185,17,341,3553
5186,11,8,1485
5187,18,616,3554
5188,4,41,3555
5189,0,367,3556
5190,0,73,3557
5191,7,484,8
5192,11,135,8
5193,14,25,2735
5194,21,271,3558
5195,19,71,3559
5196,22,8,3560
5197,20,107,3561
5198,0,643,3562
5199,26,256,178
5200,15,131,3563
5201,22,59,8
5202,4,8,8
5203,8,401,3564
5204,1,102,3565
5205,8,22,3566
5206,0,293,8
5207,1,141,3567
5208,28,199,3568
5209,10,110,178
5210,5,320,8
5211,11,259,3569
5212,17,8,8
5213,7,12,3570
5214,0,130,3571
5215,9,41,2550
5216,24,110,8
5217,12,9,3572
5218,1,1,3573
5219,17,41,8
5220,14,491,3574
5221,17,269,3575
5222,2,113,3576
5223,1,94,3577
5224,25,41,8
5225,25,292,3578
5226,10,56,3579
5227,4,41,3580
5228,4,378,3581
5229,10,60,3582
5230,0,269,3583
5231,5,70,3584
5232,5,493,3585
5233,20,329,3586
5234,8,150,3587
5235,0,12,3588
5236,22,26,8
5237,17,123,3589
5238,10,89,8
5239,23,48,3590
5240,0,279,3591
5241,17,178,3592
5242,14,15,3593
5243,17,527,3594
5244,8,257,8
5245,4,151,3595
5246,11,13,3596
5247,0,42,3597
5248,0,329,2536
5249,28,208,3598
5250,11,556,8
5251,5,114,3599
5252,0,2,8
5253,0,152,8
5254,0,470,3600
5255,13,429,8
5256,8,19,8
5257,12,110,8
5258,0,208,3601
5259,25,102,3602
5260,28,70,3603
5261,9,41,3604
5262,4,610,3605
5263,25,110,3606
5264,4,1,8
5265,20,463,8
5266,14,8,3607
5267,20,157,8
5268,0,56,3608
5269,12,7,3609
5270,10,334,3610
5271,14,65,3611
5272,7,627,3612
5273,0,27,3613
5274,0,217,3614
5275,19,60,8
5276,9,356,8
5277,9,11,8
5278,14,159,3615
5279,5,8,3616
5280,0,168,8
5281,1,56,3617
5282,17,94,8
5283,12,101,3618
5284,12,613,8
5285,10,8,8
5286,14,377,3619
5287,8,486,3620
5288,0,8,3621
5289,0,644,8
5290,5,129,618
5291,10,217,3622
5292,0,2,3623
5293,0,132,1353
5294,17,525,3624
5295,0,99,3625
5296,0,110,8
5297,14,64,3626
5298,1,269,3627
5299,17,274,3628
5300,17,302,3629
5301,8,217,3630
5302,0,645,3631
5303,9,12,3632
5304,7,110,8
5305,0,73,3633
5306,8,71,8
5307,5,52,3634
5308,22,507,3635
5309,0,389,3636
5310,12,61,3637
5311,11,27,3638
5312,4,92,3639
5313,4,12,3350
5314,25,105,8
5315,8,52,8
5316,5,178,3640
5317,0,293,3641
5318,14,259,3642
5319,6,188,3643
5320,15,377,8
5321,31,1,8
5322,6,261,3644
5323,0,329,3645
5324,5,61,8
5325,17,12,2486
5326,0,184,3646
5327,8,646,3647
5328,20,159,3648
5329,0,84,3649
5330,18,152,3650
5331,11,190,3651
5332,20,230,3652
5333,13,56,3653
5334,0,196,8
5335,12,33,3654
5336,25,98,3655
5337,5,14,3656
5338,16,29,3657
5339,10,108,3658
5340,0,2,8
5341,24,19,3659
5342,9,261,3660
5343,12,227,8
5344,8,10,3661
5345,9,115,3662
5346,24,207,3663
5347,1,45,8
5348,7,261,3664
5349,0,88,3665
5350,16,66,8
5351,0,25,3666
5352,11,59,3667
5353,0,269,3668
5354,2,23,3669
5355,0,365,8
5356,10,33,3670
5357,17,524,8
5358,13,622,8
5359,0,210,3671
5360,18,116,3672
5361,1,428,3673
5362,8,48,3674
5363,0,250,8
5364,29,108,8
5365,17,41,3675
5366,0,44,3676
5367,8,178,8
5368,0,320,8
5369,2,40,8
5370,4,195,3677
5371,20,8,1032
5372,9,7,3678
5373,4,141,8
5374,25,61,3679
5375,0,102,3680
5376,25,110,3681
5377,0,7,3682
5378,10,412,3683
5379,17,125,8
5380,8,508,3684
5381,15,2,8
5382,0,423,8
5383,17,337,3685
5384,11,486,3686
5385,15,110,3687
5386,14,41,3688
5387,17,3,8
5388,30,24,8
5389,17,2,8
5390,17,647,3689
5391,7,50,8
5392,0,7,3690
5393,5,14,8
5394,22,27,8
5395,13,382,3691
5396,17,304,3692
5397,0,648,3693
5398,13,71,3694
5399,1,61,3695
5400,28,81,8
5401,8,94,3696
5402,20,353,3697
5403,0,56,3698
5404,25,71,8
5405,5,31,8
5406,4,41,3699
5407,17,108,8
5408,7,8,8
5409,17,649,8
5410,5,61,3700
5411,25,269,8
5412,1,188,3701
5413,10,650,3702
5414,9,131,3703
5415,20,651,3704
5416,4,70,3705
5417,28,8,8
5418,19,60,3706
5419,8,47,3707
5420,0,442,3708
5421,0,229,3709
5422,9,99,3710
5423,20,577,8
5424,17,123,3711
5425,5,267,3712
5426,28,305,2611
5427,20,136,3713
5428,17,5,3714
5429,18,198,3715
5430,11,56,8
5431,20,103,3716
5432,2,1,3717
5433,28,159,8
5434,8,110,178
5435,28,188,3718
5436,0,320,3719
5437,0,6,3720
5438,10,96,3721
5439,12,652,8
5440,24,8,782
5441,20,116,294
5442,11,149,3722
5443,10,138,8
5444,24,261,3723
5445,1,70,3724
5446,28,333,3725
5447,12,27,3726
5448,4,178,178
5449,11,17,3230
5450,0,48,3727
5451,4,15,8
5452,12,287,3728
5453,7,3,3729
5454,11,8,8
5455,0,8,3730
5456,11,189,8
5457,0,33,3731
5458,28,56,3732
5459,1,16,3733
5460,11,218,3734
5461,4,53,8
5462,4,190,3735
5463,23,178,3736
5464,1,8,3737
5465,19,60,3738
5466,0,61,3739
5467,0,43,3740
5468,1,112,3741
5469,15,61,8
5470,0,56,3742
5471,7,36,8
5472,13,41,3743
5473,24,280,3744
5474,7,294,3745
5475,4,40,178
5476,14,269,3746
5477,22,95,3747
5478,11,61,3748
5479,4,198,3749
5480,0,544,8
5481,17,500,3750
5482,20,249,3751
5483,24,116,3752
5484,21,351,3753
5485,7,27,8
5486,0,439,8
5487,29,2,8
5488,25,5,8
5489,4,36,8
5490,25,60,8
5491,15,61,3754
5492,20,326,3755
5493,4,70,8
5494,18,108,8
5495,7,95,3756
5496,1,151,8
5497,8,303,3757
5498,19,102,8
5499,0,2,3758
5500,1,170,3759
5501,5,142,8
5502,9,3,8
5503,8,257,3760
5504,0,76,3761
5505,17,400,3762
5506,20,6,3763
5507,26,27,915
5508,5,108,8
5509,24,110,178
5510,13,580,3764
5511,19,27,3765
5512,17,653,3766
5513,3,356,3767
5514,28,223,8
5515,6,26,3768
5516,28,208,8
5517,13,355,3769
5518,0,85,3770
5519,8,211,8
5520,4,17,178
5521,11,110,2716
5522,20,380,8
5523,20,134,3771
5524,9,52,3772
5525,14,7,3773
5526,0,188,8
5527,0,123,8
5528,0,102,3774
5529,3,367,3775
5530,4,12,3776
5531,10,108,3777
5532,4,61,3778
5533,11,23,8
5534,25,195,3779
5535,8,352,8
5536,4,9,3780
5537,0,74,3781
5538,0,176,3782
5539,4,71,8
5540,17,654,8
5541,24,99,3783
5542,8,24,3784
5543,25,7,3785
5544,17,8,3786
5545,25,655,3787
5546,29,9,8
5547,6,259,2538
5548,14,27,3788
5549,8,150,3789
5550,28,382,8
5551,4,70,3790
5552,21,217,3791
5553,4,248,3792
5554,20,460,3793
5555,17,8,3794
5556,7,92,3795
5557,17,66,3796
5558,8,217,3797
5559,0,223,3798
5560,24,122,3799
5561,26,33,3800
5562,4,151,3801
5563,6,25,3802
5564,0,642,3803
5565,3,211,8
5566,15,41,8
5567,12,36,8
5568,24,135,8
5569,22,131,3804
5570,10,70,3805
5571,26,41,8
5572,1,74,3806
5573,7,7,8
5574,17,267,8
5575,7,110,3807
5576,8,110,3808
5577,7,105,3809
5578,17,66,3810
5579,23,13,3811
5580,0,130,3812
5581,10,115,3813
5582,4,3,3814
5583,4,260,3815
5584,10,211,8
5585,27,31,3816
5586,27,2,3817
5587,0,656,3818
5588,4,86,3819
5589,8,287,3820
5590,25,41,3821
5591,0,83,3822
5592,2,112,3823
5593,8,110,8
5594,26,12,3824
5595,11,27,8
5596,15,99,3825
5597,24,27,8
5598,8,116,622
5599,5,486,3826
5600,11,113,3827
5601,0,7,3828
5602,11,23,3829
5603,8,346,3830
5604,8,61,3831
5605,24,95,8
5606,7,72,3832
5607,8,11,3833
5608,1,8,8
5609,25,409,443
5610,22,388,3834
5611,0,220,3835
5612,4,29,3836
5613,0,657,3837
5614,7,25,8
5615,22,459,8
5616,1,108,3838
5617,1,108,3839
5618,17,102,3840
5619,4,60,8
5620,2,11,3841
5621,8,110,8
5622,0,491,3842
5623,18,70,3843
5624,17,304,3844
5625,0,486,3845
5626,25,658,3846
5627,0,200,3847
5628,0,47,3848
5629,8,10,3849
5630,0,111,3850
5631,4,43,3851
5632,0,104,3852
5633,5,8,3853
5634,14,25,3854
5635,4,490,3855
5636,0,410,3856
5637,26,13,3857
5638,11,659,8
5639,0,660,3858
5640,25,45,3859
5641,0,110,3860
5642,0,61,3861
5643,20,170,3862
5644,20,168,3522
5645,14,24,3863
5646,0,40,3864
5647,0,279,3865
5648,11,388,3866
5649,13,141,8
5650,8,31,3867
5651,8,559,8
5652,8,110,941
5653,8,145,3868
5654,0,239,3869
5655,8,12,8
5656,0,45,3870
5657,4,23,3871
5658,9,328,3872
5659,28,43,8
5660,8,327,3873
5661,8,17,15
5662,25,29,3874
5663,7,70,3875
5664,23,490,3876
5665,6,15,3877
5666,2,39,3878
5667,7,5,8
5668,0,329,2536
5669,0,42,1508
5670,13,52,3879
5671,18,31,8
5672,0,84,3880
5673,8,8,3881
5674,17,70,8
5675,20,131,8
5676,0,2,3882
5677,13,227,3883
5678,7,239,3884
5679,9,178,265
5680,24,305,8
5681,1,222,3885
5682,19,661,3886
5683,8,425,8
5684,8,110,3887
5685,4,294,3888
5686,10,318,8
5687,0,41,3889
5688,12,24,3890
5689,24,17,8
5690,6,662,3891
5691,8,486,3892
5692,1,356,3893
5693,15,27,8
5694,0,187,3894
5695,4,428,8
5696,0,183,3895
5697,3,12,3896
5698,17,261,3897
5699,24,663,3898
5700,30,207,8
5701,13,111,3899
5702,24,86,3900
5703,27,155,3901
5704,28,217,8
5705,9,252,8
5706,27,207,3902
5707,5,486,3903
5708,9,199,3904
5709,8,110,178
5710,17,120,3905
5711,7,46,3906
5712,24,41,3907
5713,0,224,3908
5714,2,66,730
5715,13,86,3909
5716,8,27,3910
5717,6,217,3911
5718,25,446,3912
5719,12,110,1090
5720,4,81,3913
5721,8,94,8
5722,11,99,3914
5723,27,76,8
5724,11,80,3915
5725,11,99,8
5726,8,66,730
5727,11,108,8
5728,6,189,3916
5729,25,52,3917
5730,12,12,3918
5731,15,2,8
5732,4,664,3919
5733,23,110,178
5734,8,348,677
5735,11,39,3920
5736,4,41,3921
5737,0,130,8
5738,0,56,3922
5739,25,12,8
5740,0,130,8
5741,0,665,8
5742,1,7,8
5743,12,172,3923
5744,11,28,3924
5745,7,538,3925
5746,11,17,178
5747,5,7,3926
5748,29,135,8
5749,8,61,3927
5750,0,43,3928
5751,0,204,3929
5752,13,41,3930
5753,25,66,3931
5754,11,135,8
5755,28,88,3932
5756,31,89,8
5757,1,45,8
5758,13,8,3933
5759,0,453,3934
5760,1,29,3935
5761,10,41,3936
5762,24,5,3937
5763,25,666,8
5764,10,157,3938
5765,25,3,8
5766,20,667,3939
5767,13,26,3940
5768,0,8,3941
5769,28,59,3942
5770,12,61,3943
5771,24,28,3944
5772,0,118,8
5773,28,60,8
5774,17,259,1544
5775,10,111,8
5776,0,12,8
5777,7,37,588
5778,22,196,3945
5779,0,44,8
5780,0,7,3946
5781,1,7,8
5782,14,493,3947
5783,5,56,3948
5784,0,14,8
5785,28,7,3949
5786,25,496,3950
5787,17,269,3951
5788,5,76,3952
5789,13,301,8
5790,4,7,8
5791,2,252,8
5792,14,81,8
5793,20,159,3953
5794,4,118,8
5795,17,668,3954
5796,0,223,3955
5797,24,89,8
5798,1,45,8
5799,28,60,3956
5800,24,318,8
5801,7,346,3957
5802,8,232,3958
5803,9,114,3959
5804,10,15,3960
5805,8,41,3961
5806,7,327,3962
5807,10,110,8
5808,1,178,178
5809,11,17,3230
5810,25,254,8
5811,0,61,3269
5812,4,94,3963
5813,0,190,8
5814,0,27,3964
5815,18,214,8
5816,11,219,3965
5817,4,70,3966
5818,25,41,8
5819,18,454,3967
5820,17,105,8
5821,0,285,3968
5822,25,8,3786
5823,13,168,3969
5824,0,667,3970
5825,10,110,3971
5826,1,61,3972
5827,0,27,8
5828,1,170,3973
5829,5,61,8
5830,11,41,3974
5831,10,218,3975
5832,25,190,3976
5833,17,259,3977
5834,15,293,8
5835,29,102,8
5836,0,6,8
5837,4,428,3978
5838,7,8,8
5839,0,166,8
5840,0,410,3979
5841,25,194,3980
5842,2,98,8
5843,8,398,3981
5844,5,108,8
5845,0,181,3982
5846,24,274,8
5847,18,214,8
5848,15,152,8
5849,30,27,8
5850,8,94,3983
5851,27,208,3984
5852,25,14,3985
5853,1,130,3986
5854,10,17,15
5855,0,269,3987
5856,25,7,8
5857,9,109,3988
5858,26,8,3989
5859,10,276,3990
5860,0,669,3991
5861,2,429,3992
5862,28,15,3993
5863,13,17,2130
5864,0,2,3994
5865,21,8,3995
5866,1,44,3996
5867,14,159,3997
5868,0,651,3998
5869,7,108,8
5870,8,7,3999
5871,2,70,8
5872,0,61,4000
5873,17,253,4001
5874,24,135,4002
5875,4,50,4003
5876,9,108,8
5877,12,31,4004
5878,10,99,4005
5879,0,56,4006
5880,13,8,253
5881,19,60,4007
5882,5,56,4008
5883,0,178,8
5884,24,74,8
5885,6,670,4009
5886,20,268,4010
5887,14,65,4011
5888,11,12,8
5889,10,13,8
5890,4,141,4012
5891,17,8,8
5892,0,588,4013
5893,14,217,8
5894,21,44,4014
5895,0,2,4015
5896,25,57,4016
5897,7,238,8
5898,0,241,8
5899,0,61,8
5900,21,159,8
5901,10,17,8
5902,17,205,4017
5903,9,45,8
5904,25,588,4018
5905,1,17,8
5906,1,671,4019
5907,1,177,4020
5908,21,463,4021
5909,4,178,4022
5910,29,70,4023
5911,0,76,4024
5912,2,41,4025
5913,0,577,4026
5914,0,667,4027
5915,11,261,4028
5916,12,8,4029
5917,0,56,4030
5918,13,59,8
5919,9,258,4031
5920,0,102,4032
5921,17,59,4033
5922,7,76,8
5923,12,61,8
5924,1,262,4034
5925,4,24,4035
5926,6,81,8
5927,28,81,604
5928,5,59,4036
5929,4,56,4037
5930,15,80,4038
5931,9,238,4039
5932,0,21,8
5933,4,41,4040
5934,4,70,4041
5935,17,341,4042
5936,20,170,4043
5937,0,46,3318
5938,8,9,8
5939,31,206,4044
5940,0,56,4045
5941,25,113,4046
5942,24,14,4047
5943,14,110,178
5944,17,559,8
5945,0,110,4048
5946,0,61,4049
5947,27,326,4050
5948,13,382,4051
5949,28,356,4052
5950,0,41,4053
5951,2,24,4054
5952,7,99,8
5953,4,48,8
5954,13,572,4055
5955,10,178,178
5956,3,26,4056
5957,6,672,4057
5958,22,40,4058
5959,12,108,4059
5960,9,110,178
5961,10,328,4060
5962,18,149,4061
5963,4,27,4062
5964,24,110,4063
5965,11,12,4064
5966,9,328,8
5967,20,7,8
5968,4,422,8
5969,20,673,4065
5970,21,8,8
5971,0,73,4066
5972,5,41,8
5973,14,29,4067
5974,11,27,8
5975,5,12,8
5976,8,129,4068
5977,0,25,4069
5978,2,59,4070
5979,8,289,4071
5980,12,31,4072
5981,17,12,4073
5982,11,14,8
5983,24,74,4074
5984,0,71,4075
5985,4,43,4076
5986,0,3,4077
5987,2,674,8
5988,26,304,4078
5989,0,298,4079
5990,22,40,8
5991,13,116,4080
5992,5,110,8
5993,25,675,4081
5994,18,181,4082
5995,20,6,4083
5996,23,61,4084
5997,10,27,4085
5998,8,70,8
5999,11,9,8
6000,24,108,8
6001,7,17,4086
6002,10,676,4087
6003,24,199,4088
6004,8,61,8
6005,24,445,8
6006,8,110,8
6007,0,31,4089
6008,8,110,4090
6009,9,53,4091
6010,0,27,8
6011,20,426,4092
6012,5,12,4093
6013,23,457,4094
6014,25,157,4095
6015,20,32,4096
6016,4,5,4097
6017,4,208,4098
6018,0,423,4099
6019,14,27,4100
6020,7,66,8
6021,14,12,4101
6022,20,284,4102
6023,14,217,4103
6024,14,661,4104
6025,17,40,265
6026,21,141,4105
6027,17,677,4106
6028,9,553,8
6029,4,678,4107
6030,8,150,4108
6031,0,138,4109
6032,25,41,4110
6033,9,117,4111
6034,11,5,8
6035,2,74,4112
6036,20,110,8
6037,24,19,4113
6038,8,19,4114
6039,4,50,8
6040,0,17,15
6041,10,99,8
6042,7,110,8
6043,3,52,908
6044,0,31,4115
6045,2,196,4116
6046,8,356,4117
6047,28,679,4118
6048,24,118,4119
6049,8,445,4120
6050,24,27,8
6051,24,267,8
6052,11,28,4121
6053,8,19,4122
6054,6,122,4123
6055,4,36,4124
6056,4,9,8
6057,22,344,4125
6058,11,65,4126
6059,4,27,4127
6060,0,65,4128
6061,15,401,8
6062,7,113,4129
6063,11,351,8
6064,26,170,8
6065,24,217,4130
6066,11,130,4131
6067,11,48,8
6068,14,332,8
6069,0,365,8
6070,6,81,4132
6071,24,235,4133
6072,18,30,4134
6073,4,8,8
6074,10,25,8
6075,9,19,4135
6076,8,59,4136
6077,7,196,4137
6078,13,110,4138
6079,19,8,4139
6080,1,269,8
6081,14,188,4140
6082,4,1,4141
6083,25,303,8
6084,4,12,4142
6085,13,31,4143
6086,6,261,8
6087,1,31,4144
6088,2,217,4145
6089,4,123,4146
6090,0,193,4147
6091,17,41,4148
6092,0,364,4149
6093,7,110,178
6094,17,81,4150
6095,2,66,245
6096,5,65,4151
6097,5,39,4152
6098,8,680,4153
6099,19,110,4154
6100,8,41,8
6101,0,3,4155
6102,2,110,178
6103,0,213,4156
6104,0,102,4157
6105,14,74,4158
6106,25,122,4159
6107,17,681,4160
6108,2,72,4161
6109,1,8,8
6110,1,328,8
6111,25,225,4162
6112,25,682,8
6113,13,110,4163
6114,4,151,4164
6115,21,404,4165
6116,14,254,4166
6117,9,108,4167
6118,28,217,4168
6119,17,41,4169
6120,8,328,4170
6121,22,187,4171
6122,0,48,4172
6123,15,196,4173
6124,8,196,2232
6125,0,164,4174
6126,17,683,4175
6127,13,333,4176
6128,0,65,4177
6129,20,83,4178
6130,17,101,4179
6131,0,318,3191
6132,11,31,4180
6133,8,388,4181
6134,11,99,8
6135,0,415,4182
6136,23,287,8
6137,17,52,8
6138,10,27,3846
6139,13,214,4183
6140,13,183,4184
6141,13,135,4185
6142,10,50,4186
6143,17,59,2870
6144,15,595,4187
6145,20,107,8
6146,14,76,4188
6147,13,13,8
6148,4,110,4189
6149,9,684,4190
6150,0,81,4191
6151,13,382,8
6152,0,454,8
6153,0,170,8
6154,14,41,1485
6155,11,41,8
6156,1,327,4192
6157,0,24,405
6158,28,267,8
6159,0,52,4193
6160,13,43,4194
6161,17,56,8
6162,24,486,8
6163,14,58,4195
6164,5,26,4196
6165,11,434,8
6166,4,416,4197
6167,0,2,4198
6168,2,105,8
6169,17,81,936
6170,14,286,8
6171,1,152,8
6172,25,685,4199
6173,25,247,4200
6174,25,126,4201
6175,2,178,8
6176,7,118,4202
6177,20,522,8
6178,1,61,8
6179,0,67,4203
6180,14,7,4204
6181,4,131,4205
6182,23,110,2237
6183,12,346,4206
6184,7,208,4207
6185,11,149,4208
6186,10,126,4209
6187,17,14,4210
6188,11,130,8
6189,0,686,4211
6190,24,14,4047
6191,0,108,4212
6192,8,3,4213
6193,4,3,4214
6194,5,27,4215
6195,26,129,4216
6196,2,31,4217
6197,17,393,4218
6198,24,48,4219
6199,6,8,8
6200,25,342,4220
6201,0,183,254
6202,0,8,8
6203,17,363,8
6204,0,247,767
6205,8,108,4221
6206,26,31,4222
6207,24,56,4223
6208,8,56,8
6209,25,305,4224
6210,0,111,4225
6211,11,12,4226
6212,14,57,4227
6213,7,46,588
6214,19,60,4228
6215,20,459,4229
6216,25,286,8
6217,24,27,4230
6218,11,130,8
6219,20,25,4231
6220,24,178,8
6221,0,130,8
6222,0,410,8
6223,0,130,8
6224,21,157,4232
6225,5,61,4233
6226,0,271,8
6227,20,46,4234
6228,17,59,4235
6229,0,522,8
6230,11,9,4236
6231,17,428,4237
6232,4,41,4238
6233,11,7,4239
6234,0,65,1370
6235,17,269,4240
6236,18,270,4241
6237,0,15,8
6238,0,94,4242
6239,17,8,4243
6240,22,327,4244
6241,17,351,8
6242,0,56,4245
6243,15,305,4246
6244,13,12,4247
6245,25,267,4248
6246,0,76,8
6247,24,173,4249
6248,12,99,4250
6249,4,687,4251
6250,17,25,4252
6251,18,131,4253
6252,0,172,8
6253,14,12,8
6254,8,90,4254
6255,24,581,4255
6256,1,110,8
6257,4,110,178
6258,11,8,8
6259,0,339,8
6260,0,688,4256
6261,11,689,4257
6262,9,11,4258
6263,1,41,4259
6264,0,159,4260
6265,0,224,4261
6266,24,362,8
6267,8,7,4262
6268,9,135,4263
6269,25,71,4264
6270,24,8,8
6271,0,544,4265
6272,11,89,4266
6273,23,131,4267
6274,10,41,4268
6275,8,352,8
6276,14,56,4269
6277,11,66,8
6278,8,76,4270
6279,24,305,8
6280,0,80,4271
6281,0,690,8
6282,23,12,8
6283,0,8,8
6284,24,46,8
6285,4,27,4272
6286,28,41,4273
6287,7,681,4274
6288,13,121,8
6289,21,80,8
6290,14,453,8
6291,4,126,4275
6292,7,129,8
6293,0,56,4276
6294,9,73,4277
6295,22,56,8
6296,24,12,4278
6297,0,375,4279
6298,8,629,8
6299,6,29,703
6300,0,44,4280
6301,0,130,4281
6302,20,10,4282
6303,0,167,4283
6304,26,294,4284
6305,4,691,8
6306,0,7,4285
6307,11,41,4286
6308,8,113,4287
6309,0,67,4288
6310,8,61,8
6311,19,74,8
6312,24,138,4289
6313,8,129,4290
6314,8,311,4291
6315,5,388,4292
6316,1,177,8
6317,5,41,2709
6318,25,45,8
6319,0,679,4293
6320,25,661,4294
6321,13,27,8
6322,17,41,4295
6323,26,15,4296
6324,6,26,4297
6325,11,99,4298
6326,25,17,4299
6327,9,66,4300
6328,25,105,8
6329,25,261,2927
6330,8,92,8
6331,17,692,4301
6332,28,3,4302
6333,0,693,4303
6334,25,270,4304
6335,17,17,15
6336,0,142,4305
6337,0,694,4306
6338,25,48,4307
6339,14,41,4308
6340,0,151,4309
6341,24,404,4310
6342,12,45,4311
6343,0,31,4312
6344,8,110,4313
6345,15,61,8
6346,13,580,8
6347,20,159,4314
6348,14,189,4315
6349,4,123,790
6350,8,187,4316
6351,13,99,8
6352,8,110,178
6353,11,32,4317
6354,7,52,45
6355,14,391,4318
6356,1,695,4319
6357,26,31,4320
6358,7,46,8
6359,5,5,8
6360,25,60,4321
6361,18,110,596
6362,0,56,4322
6363,10,33,4323
6364,0,105,4324
6365,0,31,8
6366,4,8,8
6367,17,392,4325
6368,25,162,4326
6369,12,50,4327
6370,4,17,2237
6371,8,7,8
6372,6,294,4328
6373,25,3,4329
6374,8,14,4330
6375,29,59,8
6376,17,327,4331
6377,15,140,4332
6378,4,43,4333
6379,5,71,8
6380,25,696,4334
6381,17,154,4335
6382,18,8,4336
6383,27,227,4337
6384,0,457,4338
6385,23,355,8
6386,0,476,4339
6387,5,178,178
6388,13,94,8
6389,26,7,3318
6390,0,130,8
6391,8,12,4340
6392,20,8,4341
6393,2,113,4342
6394,13,17,15
6395,4,94,4343
6396,4,8,4344
6397,5,43,4345
6398,11,41,8
6399,0,170,4346
6400,0,12,8
6401,13,114,4347
6402,17,27,8
6403,0,182,4348
6404,0,66,4349
6405,27,131,8
6406,7,195,8
6407,17,462,4350
6408,4,74,8
6409,0,42,3106
6410,20,284,8
6411,0,43,4351
6412,4,697,4352
6413,1,25,4353
6414,28,70,8
6415,6,217,8
6416,7,17,8
6417,23,457,4354
6418,0,66,4355
6419,25,202,8
6420,11,476,4356
6421,24,7,4357
6422,20,159,4358
6423,7,327,4359
6424,17,151,8
6425,9,80,4360
6426,2,19,4361
6427,1,290,4362
6428,7,627,4363
6429,6,119,4364
6430,13,12,8
6431,13,16,4365
6432,18,61,8
6433,2,25,4366
6434,24,301,4367
6435,25,14,111
6436,8,47,4368
6437,14,23,4369
6438,11,8,8
6439,17,7,4370
6440,14,401,4371
6441,0,405,4372
6442,8,81,4373
6443,4,49,8
6444,0,406,4374
6445,17,390,4375
6446,11,108,4376
6447,28,382,4377
6448,2,12,8
6449,8,61,4378
6450,24,559,4379
6451,13,363,4380
6452,2,60,4381
6453,8,27,328
6454,20,21,4382
6455,4,1,4383
6456,0,410,4384
6457,12,286,4385
6458,27,107,4386
6459,4,481,4387
6460,12,189,4388
6461,11,80,8
6462,25,573,8
6463,4,41,4389
6464,13,102,4390
6465,28,81,4391
6466,8,98,4392
6467,0,196,4393
6468,12,188,4394
6469,11,162,8
6470,4,11,4395
6471,24,9,8
6472,14,486,8
6473,12,519,4396
6474,4,113,8
6475,6,698,4397
6476,25,47,4398
6477,20,326,4399
6478,0,56,4400
6479,9,110,178
6480,15,99,4401
6481,17,108,4402
6482,17,175,4403
6483,9,9,4404
6484,6,106,4405
6485,6,108,4406
6486,25,61,1361
6487,0,43,8
6488,4,76,8
6489,5,19,4407
6490,5,1,4408
