cust_id,date_1,query_1,query_2,query_3,query_4,query_5,query_6
4048,7463,11,2,1,0,3,0
4049,7385,11,2,0,0,0,0
4050,7501,11,3,0,1,0,1
4051,7599,24,2,0,0,0,0
4052,7492,11,2,0,0,0,0
4053,7694,11,2,1,0,1,0
4054,7291,11,2,0,0,0,0
4055,7222,11,3,0,1,0,1
4056,7380,11,2,0,0,0,0
4057,7465,11,3,0,1,0,1
4058,7527,11,2,2,0,2,0
4059,7666,11,2,3,0,3,0
4060,7217,11,2,2,2,2,2
4061,7709,11,3,0,2,0,2
4062,7654,53,8,0,1,0,1
4063,7354,11,2,0,0,0,0
4064,7302,11,2,0,0,0,0
4065,7323,11,2,0,0,0,0
4066,6981,24,2,0,0,0,0
4067,7514,53,2,1,0,1,0
4068,7603,11,2,4,0,4,0
4069,7654,53,8,0,0,0,0
4070,7162,11,2,0,0,0,0
4071,7345,11,2,1,0,3,0
4072,7473,24,2,1,0,1,0
4073,7589,51,2,0,0,0,0
4074,7652,11,2,5,0,7,0
4075,7638,11,2,2,0,2,0
4076,7471,11,2,1,0,1,0
4077,7108,11,3,0,0,0,0
4078,7726,11,3,0,1,0,1
4079,7241,11,3,0,0,0,0
4080,7705,11,2,0,0,0,0
4081,7523,11,2,1,0,1,0
4082,7031,11,2,0,0,0,0
4083,7715,11,3,0,0,0,0
4084,7509,11,2,0,0,0,0
4085,7475,51,2,2,0,2,0
4086,7577,11,2,0,0,0,0
4087,7619,11,2,2,0,2,0
4088,7603,12,8,1,1,1,1
4089,7721,11,2,1,0,1,0
4090,7506,11,2,1,0,1,0
4091,7525,11,2,1,0,1,0
4092,7193,11,2,1,0,1,0
4093,7551,11,2,1,0,1,0
4094,7568,53,2,0,0,0,0
4095,7163,11,3,0,0,0,0
4096,7191,11,2,0,0,0,0
4097,7420,11,2,0,0,0,0
4098,7636,11,2,0,0,0,0
4099,7628,53,8,0,0,0,0
4100,7385,51,2,1,0,1,0
4101,7697,11,2,1,0,1,0
4102,7541,11,2,0,0,0,0
4103,7684,53,8,0,0,0,0
4104,7464,11,2,0,0,0,0
4105,7494,11,3,0,0,0,0
4106,7383,11,2,1,0,1,0
4107,7302,51,2,0,0,0,0
4108,7333,11,2,1,0,1,0
4109,7578,24,2,0,0,0,0
4110,7296,11,2,0,0,0,0
4111,7645,11,2,0,0,0,0
4112,7684,11,3,1,1,2,1
4113,7405,24,2,0,0,0,0
4114,7169,11,2,1,0,1,0
4115,7660,11,2,1,1,1,1
4116,7611,53,8,0,1,0,1
4117,7642,11,2,1,0,1,0
4118,7432,11,2,0,0,0,0
4119,7646,53,8,1,0,1,0
4120,7472,53,2,1,0,1,0
4121,7648,11,3,0,2,0,2
4122,7442,51,2,0,0,0,0
4123,7614,51,2,3,0,3,0
4124,7480,51,2,0,0,0,0
4125,7684,11,2,1,0,1,0
4126,7715,11,2,0,0,0,0
4127,7536,11,2,1,0,1,0
4128,7543,51,2,2,1,2,1
4129,7537,11,2,1,0,1,0
4130,7688,11,2,1,0,1,0
4131,7499,11,2,1,0,1,0
4132,7586,53,8,0,0,0,0
4133,7670,11,2,3,0,3,0
4134,7529,11,2,1,0,1,0
4135,7591,11,3,0,1,0,1
4136,7529,53,2,3,0,3,0
4137,7614,11,3,0,0,0,0
4138,7172,11,2,1,0,1,0
4139,7201,11,2,0,0,0,0
4140,7395,11,3,0,0,0,0
4141,7614,11,2,3,0,3,0
4142,7274,24,2,0,0,0,0
4143,7400,11,2,0,0,0,0
4144,7547,51,2,1,0,1,0
4145,7340,11,2,1,0,1,0
4146,7527,53,2,1,0,1,0
4147,7523,51,2,1,0,1,0
4148,7397,11,3,0,0,0,0
4149,7648,53,8,0,0,0,0
4150,7350,11,2,0,0,0,0
4151,7660,11,2,1,0,1,0
4152,7145,11,2,0,0,0,0
4153,7477,11,2,0,0,0,0
4154,7748,11,2,2,0,2,0
4155,7522,23,2,1,0,1,0
4156,7479,11,2,1,0,2,0
4157,7618,11,2,0,0,0,0
4158,7536,11,2,0,0,0,0
4159,7465,11,2,0,0,0,0
4160,7494,11,2,0,0,0,0
4161,7470,11,2,0,0,0,0
4162,7482,11,3,1,1,1,1
4163,7342,11,2,0,0,0,0
4164,7655,11,2,0,0,0,0
4165,7539,11,2,1,0,1,0
4166,7612,11,2,0,0,0,0
4167,7558,24,2,0,0,0,0
4168,7604,11,2,2,0,2,0
4169,7009,11,3,0,0,0,0
4170,7115,11,3,0,0,0,0
4171,7166,11,3,0,0,0,0
4172,7722,11,2,2,0,2,0
4173,7536,11,2,0,0,0,0
4174,7366,51,2,0,0,0,0
4175,7321,11,2,0,0,0,0
4176,7496,11,2,1,0,1,0
4177,7605,51,2,2,0,2,0
4178,7621,11,2,1,0,1,0
4179,7678,11,2,0,0,0,0
4180,7515,11,2,1,0,1,0
4181,7604,16,2,1,1,1,1
4182,7480,11,3,0,0,0,0
4183,7598,11,3,0,0,0,0
4184,7422,24,2,0,0,0,0
4185,7453,11,2,0,0,0,0
4186,7326,51,2,0,0,0,0
4187,7696,53,8,0,0,0,0
4188,7494,11,2,1,0,1,0
4189,7488,11,3,0,1,0,1
4190,7599,53,8,0,0,0,0
4191,7323,11,2,0,0,0,0
4192,7200,11,3,0,0,0,0
4193,7737,53,8,0,0,0,0
4194,7713,11,3,0,1,0,1
4195,7494,51,2,2,0,2,0
4196,7433,11,2,1,1,1,1
4197,7482,11,3,0,1,0,1
4198,7681,53,8,0,0,0,0
4199,7502,53,8,0,0,0,0
4200,7736,11,2,1,0,2,0
4201,7546,11,2,1,0,1,0
4202,7163,11,2,1,0,1,0
4203,7179,11,3,0,1,0,1
4204,7295,11,2,2,0,2,0
4205,7034,11,2,0,0,0,0
4206,7344,11,2,0,0,0,0
4207,7607,53,8,0,0,0,0
4208,7486,11,2,2,0,2,0
4209,7635,11,2,3,0,3,0
4210,7473,11,2,0,0,0,0
4211,7875,15,2,0,0,0,0
4212,7584,53,8,0,0,0,0
4213,7702,11,3,0,0,0,0
4214,7490,51,2,1,0,1,0
4215,7666,11,2,1,0,1,0
4216,7171,11,2,1,0,1,0
4217,7451,11,2,0,0,0,0
4218,,,,0,0,0,0
4219,7652,11,2,0,0,0,0
4220,7473,11,2,0,0,0,0
4221,7436,11,3,0,0,0,0
4222,7597,11,2,1,0,1,0
4223,7499,51,2,0,0,0,0
4224,7469,11,2,1,0,1,0
4225,7163,11,2,0,0,0,0
4226,7379,11,2,0,0,0,0
4227,7522,11,2,1,0,1,0
4228,7467,11,2,0,0,0,0
4229,7529,11,2,1,0,1,0
4230,7582,11,3,0,0,0,0
4231,7501,11,2,0,0,0,0
4232,7317,51,2,0,0,0,0
4233,7540,51,2,0,0,0,0
4234,7605,24,2,1,0,1,0
4235,7713,11,2,0,0,0,0
4236,7532,11,2,3,0,4,0
4237,7528,11,3,0,1,0,1
4238,7484,53,2,2,0,2,0
4239,7349,11,2,0,0,0,0
4240,7323,23,2,0,0,0,0
4241,7408,11,2,1,1,1,1
4242,7216,11,2,0,0,0,0
4243,7700,53,8,2,0,2,0
4244,7463,11,2,0,0,0,0
4245,7492,11,3,0,0,0,0
4246,7419,53,2,0,0,0,0
4247,7241,11,2,0,0,0,0
4248,7630,53,8,1,0,1,0
4249,7160,11,3,0,0,0,0
4250,7485,11,2,4,0,4,0
4251,7677,11,2,2,0,2,0
4252,7440,51,2,0,0,0,0
4253,7367,11,2,1,0,1,0
4254,7163,11,2,0,0,0,0
4255,7171,11,2,1,0,1,0
4256,7158,11,3,0,1,0,1
4257,7225,11,2,0,0,0,0
4258,7509,22,24,0,0,0,0
4259,7519,53,2,1,0,1,0
4260,7130,51,2,0,0,0,0
4261,7223,11,2,0,0,0,0
4262,7206,11,2,1,1,1,1
4263,7686,51,2,1,0,1,0
4264,7594,11,3,0,1,0,1
4265,7587,53,8,0,0,0,0
4266,7483,51,2,0,0,0,0
4267,7314,11,3,0,0,0,0
4268,7709,11,2,0,0,0,0
4269,7496,11,3,0,1,0,1
4270,7106,11,3,0,0,0,0
4271,7388,11,2,0,0,0,0
4272,7235,11,2,0,0,0,0
4273,7562,53,2,0,0,0,0
4274,7483,11,3,1,1,1,1
4275,7382,11,8,0,0,0,0
4276,7535,51,2,1,0,1,0
4277,7474,11,2,1,0,1,0
4278,7391,24,2,0,0,0,0
4280,7456,53,2,0,0,0,0
4281,7389,16,2,0,0,0,0
4282,7607,24,2,2,0,2,0
4283,7464,11,3,0,0,0,0
4284,7965,53,8,0,0,0,0
4285,7691,11,2,0,0,0,0
4286,7452,21,2,0,0,0,0
4287,7622,22,24,0,0,0,0
4288,7333,11,3,0,1,0,1
4289,7495,11,2,0,0,0,0
4290,7457,24,2,1,0,1,0
4291,7460,11,2,0,0,0,0
4292,7620,11,2,1,0,1,0
4293,7502,53,2,1,0,1,0
4294,7052,11,3,0,0,0,0
4295,7424,11,3,0,0,0,0
4296,7494,53,2,1,0,1,0
4297,7408,11,2,0,0,0,0
4298,,,,0,0,0,0
4299,7453,11,2,0,0,0,0
4300,7423,11,2,0,0,0,0
4301,7570,11,2,0,0,0,0
4302,7255,12,2,0,0,0,0
4303,7499,11,2,1,0,1,0
4304,7521,11,2,2,0,2,0
4305,7498,24,2,1,0,1,0
4306,7499,11,2,2,0,2,0
4307,7085,11,2,0,0,0,0
4308,7461,11,2,0,0,0,0
4309,7431,11,2,0,0,0,0
4310,7524,53,2,2,0,2,0
4311,7466,11,2,1,0,1,0
4312,7235,11,3,0,0,0,0
4313,7426,11,3,0,0,0,0
4314,7218,11,3,0,0,0,0
4315,7344,11,3,0,0,0,0
4316,7398,11,2,0,0,0,0
4317,7555,11,2,0,0,0,0
4318,7525,11,2,2,0,2,0
4319,7424,11,3,0,0,0,0
4320,7737,24,2,2,0,2,0
4321,7691,53,8,0,0,0,0
4322,7718,24,2,2,0,2,0
4323,7691,11,3,0,1,0,1
4324,7550,11,3,0,1,0,1
4325,7458,11,2,0,0,0,0
4326,7642,51,2,1,0,1,0
4327,7416,23,2,0,0,0,0
4328,7325,11,2,2,0,2,0
4329,7494,11,3,0,1,0,1
4330,7494,11,2,2,0,2,0
4331,7253,11,2,0,0,0,0
4332,7328,11,2,3,0,3,0
4333,7493,11,2,1,0,1,0
4334,6998,11,3,0,0,0,0
4335,7124,11,3,0,0,0,0
4336,7637,11,3,2,2,2,2
4337,,,,0,0,0,0
4338,7727,24,2,1,0,1,0
4339,7509,22,8,1,0,1,0
4340,7655,51,2,1,0,1,0
4341,7515,11,2,2,0,2,0
4342,7757,53,8,1,0,1,0
4343,7294,11,2,0,0,0,0
4344,7367,11,2,1,0,1,0
4345,7505,11,3,0,0,0,0
4346,7477,53,2,0,0,0,0
4347,7417,11,2,0,0,0,0
4348,7115,11,3,0,0,0,0
4349,7648,11,2,1,0,1,0
4350,7451,11,2,0,0,0,0
4351,7570,11,2,0,0,0,0
4352,7301,11,2,0,0,0,0
4353,7429,11,2,0,0,0,0
4354,7595,11,2,7,0,7,0
4355,7151,11,2,0,0,0,0
4356,7498,11,2,1,0,1,0
4357,7516,11,2,2,0,2,0
4358,7221,11,2,0,0,0,0
4359,7388,11,2,0,0,0,0
4360,7661,11,2,2,0,2,0
4361,7543,12,8,0,0,0,0
4362,7360,11,2,2,0,2,0
4363,7693,53,8,0,1,0,1
4364,7472,11,2,0,0,0,0
4365,7227,11,8,0,0,0,0
4366,7533,11,2,1,0,1,0
4367,7595,11,3,0,0,0,0
4368,7285,11,3,0,0,0,0
4369,7271,51,2,0,0,0,0
4370,7513,11,2,1,0,2,0
4371,7288,51,2,1,0,1,0
4372,7601,11,2,1,0,1,0
4373,7603,11,3,0,0,0,0
4374,7474,11,2,1,0,1,0
4375,7648,24,2,1,0,1,0
4376,7703,11,2,1,0,1,0
4377,7217,11,3,0,0,0,0
4378,7676,53,8,0,0,0,0
4379,7696,53,8,0,0,0,0
4380,7633,11,2,0,0,0,0
4381,7653,11,2,1,0,1,0
4382,7373,11,2,0,0,0,0
4383,7453,11,2,0,0,0,0
4384,7152,11,2,2,0,2,0
4385,7534,11,3,0,1,0,1
4386,7537,11,2,0,0,0,0
4387,7693,11,3,0,1,0,1
4388,7696,11,2,1,0,1,0
4389,7472,51,2,0,0,0,0
4390,7520,53,2,1,0,1,0
4391,7346,11,2,0,0,0,0
4392,7214,11,2,1,0,1,0
4393,7118,11,2,0,0,0,0
4394,7452,11,2,0,0,0,0
4395,7462,11,2,1,0,1,0
4396,7623,11,2,2,0,3,0
4397,7292,11,3,0,0,0,0
4398,7145,11,2,0,0,0,0
4399,7513,12,2,1,0,1,0
4400,7479,53,2,1,0,1,0
4401,7433,11,2,0,0,0,0
4402,7683,24,2,0,0,0,0
4403,7149,11,2,0,0,0,0
4404,7246,11,3,0,0,0,0
4405,7493,11,2,0,0,0,0
4406,7416,11,2,0,0,0,0
4407,7609,24,2,2,0,2,0
4408,7485,11,2,1,0,1,0
4409,7425,23,8,0,0,0,0
4410,7753,11,2,2,0,2,0
4411,7459,11,3,0,1,0,1
4412,7486,53,2,1,0,1,0
4413,7557,51,2,1,0,1,0
4414,7662,51,2,0,0,0,0
4415,7600,11,2,0,0,0,0
4416,7382,11,2,0,0,0,0
4417,7249,11,3,0,0,0,0
4418,7424,16,2,0,0,0,0
4419,7446,11,2,1,0,1,0
4420,7501,11,2,1,0,1,0
4421,7688,11,2,1,0,1,0
4422,7508,53,2,2,0,2,0
4423,7618,11,2,0,0,0,0
4424,7599,11,2,1,0,1,0
4425,7609,11,3,0,1,0,1
4426,7655,11,2,1,0,1,0
4427,7376,11,2,1,0,1,0
4428,7734,51,2,1,0,1,0
4429,7637,11,2,1,0,1,0
4430,7462,11,2,0,0,0,0
4431,7466,11,3,0,0,0,0
4432,7390,11,2,6,0,7,0
4433,7511,11,2,1,0,1,0
4434,7485,11,3,0,0,0,0
4435,7474,53,2,2,1,3,1
4436,7521,11,2,1,0,1,0
4437,7464,11,3,0,1,0,1
4438,7666,11,2,0,0,0,0
4439,7612,53,8,0,0,0,0
4440,7686,11,2,3,0,4,0
4441,7644,53,8,0,1,0,1
4442,7410,11,2,0,0,0,0
4443,7646,11,2,1,0,1,0
4444,7729,11,2,2,0,2,0
4445,7239,11,2,0,0,0,0
4446,7499,53,2,1,0,1,0
4447,7368,51,2,0,0,0,0
4448,7529,11,2,0,0,0,0
4449,7204,11,2,0,0,0,0
4450,7546,11,2,1,0,1,0
4451,7208,51,2,0,0,0,0
4452,7192,51,2,1,0,1,0
4453,7640,51,2,1,0,1,0
4454,7312,24,2,0,0,0,0
4455,7669,11,2,0,0,0,0
4456,7383,11,2,1,0,1,0
4457,7410,11,3,0,0,0,0
4458,7447,11,2,0,0,0,0
4459,7421,11,2,0,0,0,0
4460,7506,11,3,0,0,0,0
4461,7583,11,2,0,0,0,0
4462,7245,11,3,0,0,0,0
4463,7510,51,2,2,0,2,0
4464,7157,12,2,1,0,1,0
4465,7670,11,2,1,0,1,0
4466,7468,11,2,0,0,0,0
4467,7078,53,2,0,0,0,0
4468,7429,51,2,0,0,0,0
4469,7474,11,3,0,1,0,1
4470,7325,11,3,0,0,0,0
4471,7592,11,2,0,0,0,0
4472,7662,11,2,1,0,1,0
4473,7597,24,2,1,0,1,0
4474,7498,11,3,0,1,0,1
4475,7599,53,8,2,0,2,0
4476,7248,11,8,0,0,0,0
4477,7610,11,2,3,0,3,0
4478,7486,11,2,0,0,0,0
4479,7428,11,2,0,0,0,0
4480,7284,11,2,0,0,0,0
4481,7355,51,2,0,0,0,0
4482,7509,53,2,2,0,2,0
4483,7243,24,2,0,0,0,0
4484,7471,51,2,1,0,1,0
4485,7538,53,2,1,0,1,0
4486,7333,53,2,1,0,1,0
4487,7298,11,2,0,0,0,0
4488,7509,11,3,0,1,0,1
4489,7323,51,2,0,0,0,0
4490,7680,11,3,0,1,0,1
4491,7611,11,2,0,0,0,0
4492,7649,23,2,1,0,1,0
4493,7558,11,2,0,0,0,0
4494,7505,11,2,1,0,1,0
4495,7400,11,2,0,0,0,0
4496,7501,53,2,1,0,1,0
4497,7449,11,2,0,0,0,0
4498,7318,11,2,0,0,0,0
4499,7448,51,2,0,0,0,0
4500,7566,53,2,0,0,0,0
4501,7145,11,2,0,0,0,0
4502,7546,11,2,2,0,2,0
4503,7413,11,3,1,1,1,1
4504,7744,11,3,0,1,0,2
4505,7583,11,3,0,1,0,1
4506,7701,11,2,2,1,2,1
4507,7332,11,2,0,0,0,0
4508,7479,24,2,0,0,0,0
4509,7476,11,2,0,0,0,0
4510,7645,11,3,0,0,0,0
4511,7429,51,2,0,0,0,0
4512,7446,11,3,0,0,0,0
4513,7528,11,8,1,0,1,0
4514,7628,11,2,2,2,2,2
4515,7175,11,2,1,0,1,0
4516,7465,24,2,0,0,0,0
4517,7467,11,2,0,0,0,0
4518,7642,11,2,0,0,0,0
4519,7252,11,2,0,0,0,0
4520,7178,11,3,0,2,0,2
4521,7501,11,2,2,0,2,0
4522,7115,11,3,0,0,0,0
4523,7368,11,2,7,2,7,2
4524,7049,11,8,0,0,0,0
4525,7383,11,3,0,0,0,0
4526,7584,53,8,0,0,0,0
4527,7578,11,2,1,0,1,0
4528,7159,11,2,0,0,0,0
4529,7464,53,2,0,0,0,0
4530,6974,53,2,0,0,0,0
4531,7505,11,2,2,1,2,1
4532,7449,11,3,0,0,0,0
4533,7513,11,3,0,0,0,0
4534,7452,11,2,0,0,0,0
4535,7662,51,2,1,0,1,0
4536,7185,11,2,0,0,0,0
4537,7626,11,2,4,0,4,0
4538,7603,53,8,1,0,1,0
4539,7737,11,2,1,0,1,0
4540,7477,11,2,0,0,0,0
4541,7428,11,8,0,0,0,0
4542,7459,11,3,0,0,0,0
4543,7489,51,2,0,0,0,0
4544,6604,11,3,0,0,0,0
4545,7015,22,24,0,0,0,0
4546,7505,11,2,2,1,3,1
4547,7246,11,3,0,0,0,0
4548,7187,11,2,0,0,0,0
4549,7464,11,3,1,1,1,1
4550,7596,53,8,0,0,0,0
4551,7359,51,2,0,0,0,0
4552,7404,11,2,0,0,0,0
4553,7433,24,2,0,0,0,0
4554,7379,11,2,0,0,0,0
4555,7695,11,2,1,0,1,0
4556,7273,11,2,0,0,0,0
4557,7348,11,3,0,0,0,0
4558,7556,11,3,0,1,0,1
4559,7638,11,2,0,0,0,0
4560,7542,51,2,2,1,2,1
4561,7463,51,2,1,0,1,0
4562,7467,53,2,0,0,0,0
4563,7752,53,8,0,0,0,0
4564,7464,12,2,0,0,0,0
4565,7657,11,2,2,0,2,0
4566,7465,11,8,0,0,0,0
4567,7138,11,8,0,0,0,0
4568,7200,11,2,2,0,2,0
4569,7177,11,8,0,1,0,1
4570,7688,11,2,1,0,1,0
4571,7583,24,2,2,0,2,0
4572,7639,11,2,1,0,1,0
4573,7230,51,2,0,0,0,0
4574,,,,0,0,0,0
4575,7683,11,3,0,1,0,1
4576,7346,24,2,0,0,0,0
4577,7717,53,8,0,0,0,0
4578,7626,11,2,1,1,1,1
4579,,,,0,0,0,0
4580,7555,11,2,0,0,0,0
4581,7431,12,8,0,0,0,0
4582,7609,11,2,1,0,1,0
4583,7492,24,2,1,0,1,0
4584,7612,11,2,0,0,0,0
4585,7640,12,8,1,0,1,0
4586,7635,24,2,0,0,0,0
4587,7710,53,8,0,0,0,0
4588,7517,11,2,2,0,2,0
4589,7635,11,2,1,0,1,0
4590,7596,53,8,0,0,0,0
4591,7228,11,2,0,0,0,0
4592,7297,11,2,0,0,0,0
4593,7691,53,8,2,0,2,0
4594,7286,11,3,0,1,0,1
4595,7523,11,3,0,1,0,1
4596,7596,53,8,0,0,0,0
4597,7429,11,2,0,0,0,0
4598,7678,53,8,1,1,1,1
4599,7141,11,2,0,0,0,0
4600,7516,53,2,3,0,3,0
4601,7551,11,2,0,0,0,0
4602,7337,51,2,0,0,0,0
4603,7402,23,2,0,0,0,0
4604,7624,11,2,0,0,0,0
4605,7667,53,8,2,0,2,0
4606,7359,11,3,0,0,0,0
4607,7394,11,2,0,0,0,0
4608,7753,11,2,1,0,1,0
4609,7405,11,2,0,0,0,0
4610,7735,11,2,2,1,2,1
4611,7501,11,8,1,0,1,0
4612,7487,11,2,1,1,1,1
4613,7528,11,2,1,2,1,2
4614,7677,11,2,1,0,1,0
4615,7502,11,2,1,0,1,0
4616,7421,11,2,0,0,0,0
4617,7293,11,3,1,1,1,1
4618,7488,11,2,1,0,1,0
4619,7600,11,2,1,0,1,0
4620,7246,11,2,0,0,0,0
4621,7187,11,2,5,0,5,0
4622,7692,51,2,1,0,1,0
4623,7305,11,2,3,0,3,0
4624,7164,11,3,0,1,0,1
4625,7320,24,2,1,0,1,0
4626,7622,11,2,1,0,1,0
4627,7332,11,3,0,0,0,0
4628,7663,11,2,2,0,2,0
4629,7614,53,8,1,1,1,1
4630,7611,11,3,0,1,0,1
4631,7405,51,2,0,0,0,0
4632,7471,11,2,1,0,1,0
4633,7645,11,2,0,0,0,0
4634,,,,0,0,0,0
4635,7476,24,2,1,0,1,0
4636,7754,11,2,1,0,1,0
4637,7511,11,2,1,0,1,0
4638,7368,11,2,0,0,0,0
4639,7678,11,2,2,1,2,1
4640,7740,11,2,3,0,3,0
4641,7677,53,8,0,0,0,0
4642,7501,11,2,0,0,0,0
4643,7410,11,3,0,0,0,0
4644,7604,53,8,0,0,0,0
4645,7397,11,2,0,0,0,0
4646,7683,11,3,1,2,1,2
4647,7501,11,2,2,0,3,0
4648,7691,11,2,2,0,2,0
4649,7557,11,3,0,0,0,0
4650,7411,11,2,1,0,1,0
4651,7459,11,2,0,0,0,0
4652,7657,11,3,0,1,0,1
4653,7006,11,3,0,0,0,0
4654,7449,11,2,0,0,0,0
4655,7743,11,2,2,0,2,0
4656,7507,11,2,2,0,3,0
4657,7700,11,2,1,0,1,0
4658,7603,53,8,1,1,1,1
4659,6919,11,2,0,0,0,0
4660,7509,11,2,1,0,1,0
4661,7635,11,2,1,0,1,0
4662,7748,51,2,2,0,2,0
4663,7648,53,8,1,0,1,0
4664,7747,11,2,1,0,1,0
4665,7682,53,8,0,0,0,0
4666,7707,11,2,1,0,1,0
4667,7494,11,2,1,0,1,0
4668,7580,53,8,0,0,0,0
4669,7250,24,2,0,0,0,0
4670,7740,11,2,1,0,1,0
4671,7621,11,3,0,0,0,0
4672,7474,24,2,3,0,3,0
4673,7738,53,8,1,0,1,0
4674,7698,11,2,1,0,1,0
4675,7191,11,2,1,2,1,2
4676,7408,11,2,0,0,0,0
4677,7481,11,2,1,0,1,0
4678,7680,11,2,1,0,1,0
4679,7275,11,2,0,0,0,0
4680,7143,21,2,0,0,0,0
4681,7472,11,2,0,0,0,0
4682,7374,11,2,2,0,2,0
4683,7618,53,8,0,0,0,0
4684,7687,53,8,0,0,0,0
4685,7513,12,2,0,0,0,0
4686,7648,11,3,0,1,0,1
4687,7282,24,2,0,0,0,0
4688,7650,53,8,0,0,0,0
4689,7531,53,2,1,0,1,0
4690,7624,11,3,0,0,0,0
4691,7652,51,2,0,0,0,0
4692,7677,11,2,1,0,1,0
4693,7452,11,2,0,0,0,0
4694,7588,53,8,0,0,0,0
4695,7499,11,8,1,0,1,0
4696,7313,11,8,0,0,0,0
4697,7649,11,2,1,1,1,1
4698,7380,11,2,0,0,0,0
4699,7301,51,2,0,0,0,0
4700,7497,51,2,2,0,2,0
4701,7448,11,3,0,0,0,0
4702,7734,53,8,1,0,1,0
4703,7645,53,8,0,0,0,0
4704,7640,11,8,0,0,0,0
4705,7613,24,2,0,0,0,0
4706,6949,11,2,0,0,0,0
4707,7603,11,2,2,1,4,1
4708,7412,11,2,0,0,0,0
4709,7474,11,2,0,0,0,0
4710,7414,51,2,0,0,0,0
4711,7214,11,2,0,0,0,0
4712,7692,53,8,0,0,0,0
4713,7524,51,2,2,0,2,0
4714,7659,24,2,3,0,3,0
4715,7627,11,2,0,0,0,0
4716,7656,11,3,0,1,0,1
4717,7621,11,2,1,1,4,1
4718,7746,51,2,2,0,2,0
4719,7678,24,2,1,0,1,0
4720,7198,53,2,0,0,0,0
4721,7691,11,2,1,0,1,0
4722,7235,11,2,0,0,0,0
4723,7481,11,3,0,0,0,0
4724,7533,11,3,0,0,0,0
4725,7541,53,2,1,0,1,0
4726,7210,11,2,0,0,0,0
4727,7524,11,2,3,0,3,0
4728,7318,11,2,0,0,0,0
4729,7425,11,8,0,0,0,0
4730,7501,11,2,1,0,1,0
4731,7516,11,2,1,1,1,1
4732,7446,11,2,0,0,0,0
4733,7646,53,8,0,0,0,0
4734,7568,11,2,0,0,0,0
4735,7455,11,2,0,0,0,0
4736,7435,11,3,0,0,0,0
4737,7648,11,2,0,0,0,0
4738,7600,53,8,0,0,0,0
4739,7373,11,2,0,0,0,0
4740,7509,53,2,2,0,2,0
4741,7435,11,3,0,0,0,0
4742,7338,11,2,0,0,0,0
4743,7292,11,3,0,1,0,1
4744,7437,11,2,0,0,0,0
4745,7743,24,2,3,0,3,0
4746,7636,51,2,3,0,3,0
4747,7113,11,3,0,0,0,0
4748,7649,51,2,2,2,2,2
4749,7426,11,2,0,0,0,0
4750,7109,11,3,0,0,0,0
4751,7514,11,2,1,0,1,0
4752,7682,11,3,0,1,0,1
4753,7551,53,2,0,0,0,0
4754,7583,11,8,0,0,0,0
4755,7313,11,2,3,0,3,0
4756,7432,11,2,1,0,1,0
4757,7434,11,3,0,0,0,0
4758,7498,11,3,0,0,0,0
4759,7737,11,2,1,0,1,0
4760,7357,11,2,0,0,0,0
4761,7672,53,8,0,0,0,0
4762,7302,11,2,0,0,0,0
4763,7511,53,2,2,0,2,0
4764,7508,11,2,1,0,1,0
4765,7297,11,2,0,0,0,0
4766,7428,11,3,0,0,0,0
4767,7484,11,2,0,0,0,0
4768,7376,11,2,0,0,0,0
4769,7669,11,2,1,0,1,0
4770,7720,53,8,0,0,0,0
4771,7479,11,2,0,0,0,0
4772,7565,51,2,0,0,0,0
4773,7662,11,2,1,0,1,0
4774,7071,11,3,0,0,0,0
4775,7540,11,2,2,0,2,0
4776,7589,11,2,1,0,1,0
4777,7181,11,3,0,0,0,0
4778,7508,53,2,2,0,2,0
4779,7641,51,8,0,0,0,0
4780,7276,11,3,0,0,0,0
4781,7543,11,2,0,0,0,0
4782,7278,51,2,0,0,0,0
4783,7414,11,2,0,0,0,0
4784,7352,11,2,1,1,1,1
4785,7554,11,2,0,0,0,0
4786,7640,11,2,0,0,0,0
4787,7375,12,8,0,0,0,0
4788,7693,53,8,0,0,0,0
4789,7222,11,2,0,0,0,0
4790,7428,11,2,0,0,0,0
4791,7636,51,2,0,0,0,0
4792,7528,11,2,0,0,0,0
4793,7564,11,2,0,0,0,0
4794,7625,11,2,1,0,1,0
4795,7507,11,2,0,0,0,0
4796,7430,11,3,0,0,0,0
4797,7099,11,3,0,0,0,0
4798,7539,53,2,1,0,1,0
4799,7563,51,2,1,0,1,0
4800,7399,11,2,3,0,3,0
4801,7643,53,8,0,0,0,0
4802,7024,11,2,0,0,0,0
4803,7655,11,3,0,0,0,0
4804,7505,53,2,2,0,2,0
4805,7423,11,2,0,0,0,0
4806,7150,24,2,0,0,0,0
4807,7485,11,2,1,0,2,0
4808,7435,11,2,0,0,0,0
4809,7231,11,2,0,0,0,0
4810,7506,11,2,0,0,0,0
4811,7505,11,2,1,0,1,0
4812,7481,53,2,1,1,1,1
4813,7174,11,2,1,0,1,0
4814,7465,11,2,1,0,1,0
4815,7542,11,2,2,0,2,0
4816,7549,11,2,3,1,4,1
4817,7681,11,2,1,0,1,0
4818,7612,11,2,2,1,2,1
4819,7659,11,2,0,0,0,0
4820,7492,11,2,1,0,1,0
4821,7194,11,3,2,1,2,1
4822,7480,53,2,1,0,1,0
4823,7708,11,2,2,0,2,0
4824,7709,53,8,0,0,0,0
4825,7500,11,2,2,1,2,1
