cust_id,loan2_1,loan2_2,loan2_3,loan2_4,loan2_5
2466,6,16,1060000,536864,492665
2467,12,24,557000,266265,202744
2468,7,10,141000,74394,74676
2469,7,17,112300,26085,17974
2470,4,6,41000,21809,15584
2471,4,21,144608,117032,86612
2472,2,2,22000,0,0
2473,3,5,317000,302915,304256
2474,6,24,115895,5873,48185
2475,5,7,39822,1206,2850
2476,1,11,60000,0,330
2477,2,2,4800,471,857
2478,11,18,612400,459,1416
2479,2,3,14000,0,0
2480,3,3,144000,47650,59761
2481,5,6,104000,7272,11312
2482,9,22,150700,93248,111911
2483,2,2,6994,6582,4278
2484,6,12,382000,224984,230696
2485,3,7,67000,49747,42891
2486,8,19,140001,2597,14712
2487,5,6,150000,136202,120987
2488,1,1,14000,53,851
2489,4,6,36600,26295,29451
2490,3,4,148975,102662,102792
2491,7,9,119000,90810,84710
2492,6,11,263610,72982,85407
2493,4,14,103400,10647,30451
2494,2,2,7000,0,0
2495,4,5,121300,110757,93694
2497,8,21,168500,138703,127885
2498,6,7,183000,157848,162150
2499,2,3,43000,0,0
2500,8,20,220000,59998,68019
2501,10,23,583000,173188,129317
2502,8,10,185000,177347,176461
2503,3,4,20000,0,0
2505,10,18,375100,260648,158815
2506,4,4,98000,14828,14553
2507,8,14,291000,20190,102474
2508,4,7,220000,191420,204214
2509,6,14,246300,179895,160182
2510,3,5,125000,85944,106921
2511,1,1,30000,0,0
2512,9,26,158000,116882,114651
2513,2,4,16577,5418,3450
2514,6,10,223500,168588,179426
2515,3,3,55000,9435,27547
2516,2,24,27000,11719,6003
2517,6,9,200000,193631,195992
2518,6,12,108000,101650,47595
2519,1,3,200000,711,615
2520,10,25,456300,174245,164625
2521,1,1,20000,0,0
2522,2,17,61000,56096,22701
2523,8,21,200800,110258,88532
2525,3,3,77000,65793,37762
2526,3,4,29000,16637,14895
2527,13,23,238491,154739,135895
2528,5,11,78000,101800,95528
2529,8,23,163000,71450,95086
2530,7,13,483000,100867,113784
2531,1,1,10000,0,0
2532,1,1,10000,0,0
2533,5,5,150000,101042,112789
2534,8,11,760000,143538,207093
2535,5,13,620000,191942,190909
2536,2,2,28000,28864,27833
2537,8,13,377386,369607,402720
2538,6,9,155400,15300,2827
2539,11,21,274467,170658,149776
2540,2,3,6500,203,34
2541,10,11,474300,142442,147175
2542,4,4,96500,85437,84247
2544,1,2,5000,907,990
2545,4,4,66000,0,419
2546,6,17,63000,54565,52025
2547,9,15,276583,28888,23369
2548,4,5,215000,91670,81341
2549,11,19,252000,87349,111773
2550,6,12,167426,149612,152424
2551,5,8,228600,216473,189576
2552,4,6,170323,60313,51678
2553,8,11,733582,228367,215964
2554,4,15,155648,103983,132731
2555,2,3,40000,42951,25739
2556,9,15,376000,128321,166495
2557,10,23,164200,153306,155184
2558,12,21,547818,133668,139964
2559,2,3,30000,0,1641
2560,10,28,536800,521060,403576
2561,2,2,45000,7441,8799
2562,9,16,261101,178049,174162
2563,8,14,216694,217934,209107
2564,4,13,353793,101672,71784
2565,3,4,116333,11967,27591
2566,1,1,15000,14772,14625
2567,2,15,85000,1864,116167
2568,1,1,3000,0,0
2569,6,21,274368,65820,60482
2570,4,5,157000,5435,6863
2571,7,10,82000,69154,34235
2572,7,12,132839,78757,91245
2573,9,15,167129,214091,204484
2574,6,7,37000,1185,12807
2575,5,6,114001,640,172
2576,6,19,212000,10995,56937
2577,11,17,405600,250307,197498
2578,2,2,8000,3098,2599
2579,5,6,264000,197845,185709
2580,5,11,216065,52256,36577
2581,5,17,140500,97412,81585
2582,3,4,62200,22737,20319
2583,4,8,407492,288777,285042
2585,6,11,273151,168404,173704
2586,5,18,105000,40721,40642
2587,10,12,366100,213855,78099
2588,3,4,90000,6569,13969
2589,1,2,4000,3506,4729
2590,7,7,216200,119521,86641
2591,4,5,203001,197167,199222
2592,2,2,29000,0,0
2593,4,5,107000,72470,38229
2594,6,8,162300,55377,47018
2595,2,2,121000,16,183
2596,5,10,153000,1379,95012
2597,5,7,72000,71296,71174
2598,1,3,12000,154,3973
2599,14,40,703983,259994,450142
2600,5,6,31515,35504,40529
2601,2,11,13000,1973,6059
2602,2,2,5000,5000,3535
2603,6,11,173857,100060,93437
2604,8,14,545532,143454,259850
2605,2,4,92927,85860,85171
2606,5,7,56000,27986,25438
2608,13,19,710000,439413,473804
2609,6,8,130500,47682,60509
2610,8,20,148500,78668,61877
2611,4,5,245600,170128,134557
2612,2,2,25000,0,0
2613,2,2,42000,0,0
2614,7,9,99000,67521,88105
2615,1,4,103634,20726,19720
2616,8,14,229200,62433,60986
2617,5,8,125000,57192,79345
2618,5,16,43000,23133,26345
2619,3,4,43800,29922,28580
2620,13,29,768306,501069,491699
2621,2,3,30000,4600,12697
2622,7,13,217000,222750,176337
2623,4,7,60000,6000,8806
2624,5,8,104700,68185,68397
2625,2,3,200000,151333,120033
2626,2,3,52000,51964,51650
2627,2,10,6000,2763,461
2628,7,12,213000,172648,123183
2629,2,2,34800,15004,21951
2630,8,17,354737,189837,170488
2631,5,8,88443,71261,72635
2632,7,17,176586,142217,141712
2633,3,4,135000,0,5525
2634,1,9,30000,0,0
2635,7,18,720211,296022,371952
2636,10,24,361000,331431,330179
2637,5,17,158167,87476,81754
2638,8,11,55840,0,22354
2639,8,21,326900,104201,162886
2640,5,7,257500,210103,190346
2641,4,7,153000,86454,41761
2642,5,9,113500,91181,96464
2643,4,16,135000,82720,43609
2644,5,16,182000,49999,66723
2645,7,9,224618,192763,188193
2646,5,10,79000,10338,26567
2647,3,3,19800,6966,11184
2648,5,5,142632,56959,44982
2650,6,7,225000,2039,2506
2651,8,12,377700,300643,282254
2652,3,3,30000,30626,29170
2653,4,5,60000,44808,40450
2654,6,8,81000,54477,42808
2655,4,9,140458,112327,129947
2656,5,12,312655,147897,169549
2657,4,19,102000,286,13089
2658,5,7,272592,63333,78439
2659,7,9,274000,151002,123175
2660,7,10,790000,241111,241337
2661,2,12,85000,44579,25176
2662,5,23,241110,35734,68616
2663,4,9,163750,114409,100029
2664,3,4,365000,130073,114439
2665,3,13,41000,0,12833
2666,2,2,14000,0,0
2667,8,16,248700,127746,121112
2668,6,15,65400,25304,37721
2669,3,3,92000,43553,42189
2670,9,16,146235,141279,141756
2671,3,3,41000,2932,6432
2672,9,20,270045,224772,239999
2673,2,5,32001,25199,15781
2674,4,5,47000,40049,32980
2675,4,8,92001,298,17648
2676,1,1,20000,0,2035
2677,1,1,8000,5248,4185
2678,4,5,43500,33700,26567
2680,2,3,27000,14560,10290
2681,2,5,331000,0,0
2682,1,3,49000,14233,4956
2683,6,8,108610,25817,22172
2684,10,17,423800,256718,290475
2685,3,22,251499,89296,102979
2687,6,8,65500,18153,88315
2688,8,12,417871,285881,303231
2689,2,6,60500,0,0
2690,6,9,121000,890,4825
2691,8,19,166000,98990,99556
2692,5,17,203000,181544,160716
2693,2,2,69700,1983,2474
2694,2,5,85000,73145,59127
2695,5,8,189082,155254,166194
2696,9,22,323000,196273,204666
2697,1,1,10000,0,0
2698,11,17,395900,64732,123525
2699,6,8,246000,62943,57674
2700,7,18,637718,200243,147180
2701,11,24,181600,126530,127662
2702,7,12,399000,288067,297624
2703,1,10,100000,0,0
2704,5,7,242300,114407,105992
2705,6,30,127500,102830,93787
2706,7,8,153000,70318,54636
2707,3,6,103000,11,8765
2708,4,14,61000,35800,14075
2709,8,26,150629,109428,102525
2710,3,4,27700,7200,10183
2711,1,1,10000,0,6901
2712,3,14,34000,8880,19734
2713,2,2,76000,160,6430
2714,6,18,212548,152686,138796
2715,8,20,334500,241567,273285
2716,6,19,582031,271686,353460
2718,8,14,561000,99510,123288
2719,3,14,111000,5369,7773
2720,10,13,135050,81110,81175
2721,8,13,309106,221140,196544
2722,6,19,166764,19693,15741
2723,10,16,245500,53266,116356
2724,3,5,177647,161003,153250
2725,6,10,205000,94076,93685
2726,11,18,331690,230110,248642
2727,3,9,236000,179801,184526
2728,7,20,210749,114638,113849
2729,2,8,201800,5000,25318
2730,12,18,270954,124315,110973
2731,6,31,270848,67508,60703
2732,3,6,197411,124103,55239
2733,1,1,60000,0,43905
2734,2,2,15000,0,0
2735,3,3,37000,29066,33806
2736,2,4,95000,54116,52350
2737,7,9,431414,388240,385684
2738,5,16,117000,6175,182826
2739,7,11,1360225,472522,426310
2740,1,2,4100,781,3403
2741,11,17,452330,307190,311733
2742,6,7,266000,130844,71935
2743,2,2,27000,11179,19637
2744,12,22,525266,413170,441468
2745,9,20,145400,144807,145780
2746,7,17,192992,5818,1885
2747,5,7,62667,87335,65739
2748,7,9,208000,69924,52900
2749,4,5,110000,43655,46458
2750,1,1,100,0,16559
2751,3,15,97000,22047,5565
2752,8,16,329817,199422,214085
2753,1,1,10000,9619,9565
2754,9,27,331117,170188,198740
2755,3,5,38000,0,117
2756,9,22,420600,134672,97188
2757,11,15,311329,175939,177290
2758,6,21,611500,308696,215961
2759,8,21,122000,109202,109133
2760,11,22,621939,266741,257866
2761,5,8,279100,241986,278349
2762,7,10,194000,179567,137311
2763,4,7,107000,84188,90447
2764,9,21,195000,42875,69107
2765,8,41,119000,80402,69688
2766,6,11,223400,82259,113874
2767,4,5,171000,157913,141622
2768,1,1,30000,29797,29952
2769,4,5,110128,32950,67747
2770,3,3,143000,136668,141736
2771,12,37,560600,289722,296571
2772,2,4,235000,0,772
2773,1,2,60000,19839,22329
2774,4,7,323650,183152,163204
2775,6,7,96000,88663,78641
2776,4,6,405000,278644,401681
2777,4,6,388000,327202,313022
2778,2,2,50000,44775,40209
2780,8,20,266100,178744,143905
2781,6,8,390541,89451,43749
2782,4,4,80500,53249,75490
2783,3,5,104151,72610,71980
2784,6,8,65000,57114,57870
2785,11,28,301700,199006,229014
2786,4,4,35000,25816,25507
2787,5,8,217500,184145,185784
2788,5,11,150467,76273,64127
2789,2,2,50000,36548,37772
2790,1,1,4000,21,334
2792,4,5,37002,0,0
2793,7,10,265400,149358,178857
2794,6,6,122800,113504,112898
2795,2,2,57095,7100,6109
2796,2,2,4200,0,0
2797,3,8,46020,12271,33324
2798,3,4,46000,15997,16225
2799,11,14,467500,212293,182453
2800,10,24,84075,70620,74427
2801,5,6,64000,44489,37669
2802,8,10,338417,311248,340508
2803,1,1,2000,0,0
2804,1,2,37000,0,68
2805,3,7,110500,85417,68528
2806,8,9,155300,115637,113047
2807,3,4,38001,15321,9594
2808,6,9,99550,69164,71193
2809,5,5,37000,15720,2760
2810,3,7,89000,39096,38306
2811,8,11,169669,101309,226877
2812,10,17,247500,27523,38154
2813,1,1,20000,19996,13281
2814,4,8,292545,209782,220104
2815,12,28,196000,192522,197258
2816,3,13,85000,12142,9069
2817,9,21,272600,216055,233111
2818,5,6,136000,29312,35238
2819,1,3,5381,4287,2831
2820,8,25,409400,288909,242771
2822,8,20,288600,284953,179667
2823,6,22,214600,97890,104612
2824,7,8,279000,117527,170567
2825,2,12,10000,7212,8043
2826,7,19,185167,121471,126875
2827,1,6,36000,529,6401
2828,6,7,450600,54562,39602
2829,4,6,68000,38295,29671
2830,2,10,119000,3284,38585
2831,6,19,24900,23347,23717
2832,7,9,338612,65751,98738
2833,2,2,125000,63973,46633
2834,5,8,72500,34091,45694
2835,2,2,27161,6127,3058
2836,9,14,311294,145963,108176
2837,3,14,35000,22526,21538
2838,3,4,38328,13764,15040
2839,1,1,30000,29175,29386
2840,1,5,1000,0,48
2841,7,10,384500,157325,154308
2842,10,18,241097,211042,227178
2843,2,2,63200,27,4152
2844,8,22,293300,60600,63043
2845,5,9,50000,2265,13801
2846,6,10,100358,60007,72992
2847,8,18,343500,124075,147017
2848,2,2,45000,792,3112
2849,4,5,69500,10181,4491
2850,7,19,697000,55139,171894
2851,2,2,59833,55680,47464
2852,12,26,822978,679649,592689
2853,9,17,442000,63590,59794
2854,11,26,469200,27543,34211
2855,8,10,180600,104996,146696
2856,3,5,232289,88601,58108
2857,3,5,120015,43452,9954
2858,9,15,494000,463971,442459
2859,2,3,52000,44990,33084
2860,5,9,262600,4839,6164
2861,3,5,70000,25524,13967
2862,2,2,36766,34970,36666
2863,8,8,95700,7773,41527
2864,9,16,201600,167387,185904
2865,9,21,260000,202351,186819
2866,6,8,27800,13220,16698
2867,4,16,268028,12827,16895
2868,7,9,174250,136771,139345
2869,4,5,45000,0,0
2870,9,17,349440,159541,184779
2871,2,3,35000,9604,17118
2872,9,22,195000,77600,73993
2873,2,5,248702,17235,38751
2874,1,1,20000,0,3802
2876,4,15,82000,23471,19435
2878,9,12,229500,211799,212075
2880,12,17,737600,91578,152340
2881,4,4,30000,7998,11574
2882,8,13,564450,290738,306711
2883,10,16,170900,154041,138888
2884,2,9,28000,13500,9490
2885,2,2,58355,42307,30605
2886,6,22,953600,408870,396518
2887,3,5,96000,21930,23949
2888,5,18,200000,210269,179461
2889,1,1,1,0,0
2890,13,18,957180,211979,254028
2891,3,3,100000,0,49090
2892,9,18,766416,156326,286242
2893,4,5,65900,65476,65387
2894,2,24,225000,1,456
2895,2,19,140010,39579,40966
2896,7,8,228030,90547,76901
2897,8,12,273580,235770,341501
2898,6,11,104000,24523,25743
2899,4,6,30800,25159,26912
2900,8,13,272333,110374,84542
2901,2,2,3100,21159,23904
2902,2,8,31000,12887,13429
2903,12,18,320000,219233,226249
2904,10,17,353500,317161,253400
2905,3,6,339000,235971,258438
2906,5,6,95850,63059,61627
2907,5,10,114000,29456,19019
2908,10,26,429399,264487,261998
2909,1,1,7000,6917,4472
2910,4,14,50000,227,9159
2911,13,43,586833,476559,338421
2912,4,4,59900,31667,25601
2913,5,9,584000,194089,228742
2914,9,15,536633,457316,401463
2915,4,7,85744,2229,2229
2916,5,8,243222,158091,139736
2917,10,11,199200,127284,98858
2918,4,4,83000,27068,27728
2919,7,11,214151,113518,110484
2920,1,1,10000,0,22
2921,7,11,129000,50151,54090
2922,4,7,54000,41756,38316
2923,6,9,450096,227069,199476
2924,1,1,20000,19960,6653
2925,8,14,305001,47626,63126
2926,4,5,158000,79772,46713
2927,6,22,441741,228694,192930
2928,7,12,278950,172819,106725
2929,3,4,15100,7599,3433
2930,10,30,183000,388743,379873
2931,6,11,242428,120771,123804
2932,7,27,50000,35962,40021
2933,3,4,99000,53074,36290
2934,6,13,213516,104462,74918
2935,4,8,249833,80348,96512
2936,1,3,8000,0,0
2937,7,10,208223,162743,141584
2938,3,4,48000,44158,39841
2939,5,7,125000,80924,64355
2940,6,10,227579,183493,190061
2941,6,8,103500,92281,81361
2942,3,15,161333,143483,166511
2943,2,2,16000,10858,2700
2944,4,5,93001,3291,9996
2946,5,5,329000,162722,173445
2947,2,6,42700,0,1479
2948,9,23,574564,427949,422201
2949,4,4,327000,10181,20194
2950,2,18,107000,2157,578
2951,2,11,38000,25028,21790
2952,7,23,309000,20330,107261
2953,4,5,90000,8080,19366
2954,4,16,127277,13913,11921
2955,5,6,97292,3654,6153
2956,2,3,50000,34912,24956
2957,2,2,20000,14300,9624
2958,1,11,65000,43000,8000
2960,1,2,17000,6462,5455
2961,3,17,20000,0,0
2962,4,5,180001,176487,175121
2963,4,16,39001,38601,40508
2964,9,14,598300,375029,458674
2965,2,2,25000,24286,10664
2966,1,2,16000,2654,2928
2967,1,1,5000,0,0
2968,1,2,30000,250,441
2969,3,3,134500,0,5252
2970,2,2,17000,0,7
2971,4,5,102250,60436,58226
2972,9,15,487074,198773,201243
2973,5,28,77000,374,639
2975,11,37,385289,142515,119433
2976,5,8,203656,139619,161373
2977,5,6,134000,53696,48572
2978,2,5,17000,8925,10217
2979,4,4,82000,46009,51336
2980,6,9,128017,79237,78068
2981,8,11,139400,62297,60575
2983,4,7,112104,8061,10413
2984,5,6,68000,9346,48184
2985,5,8,447000,132207,150563
2986,3,13,22000,5565,3372
2987,2,2,18000,0,0
2988,9,18,446670,249660,121310
2990,4,7,124024,68345,89108
2991,1,1,14000,14025,13673
2992,4,16,188750,6866,29849
2993,2,2,40000,0,9400
2994,3,15,80000,63446,43870
2995,3,10,216111,66417,75614
2996,5,7,170000,9531,34757
2997,5,8,222000,47563,44453
2998,5,16,467000,46366,168048
3000,4,5,182000,110242,127354
3001,2,2,15000,4918,6346
3002,14,16,735000,24794,49527
3003,2,4,80000,52250,54474
3004,1,1,18000,0,37
3005,8,13,309500,175990,138958
3006,3,3,45000,27903,37888
3007,5,7,104000,95382,94388
3008,6,8,87000,36854,47584
3009,1,1,50000,0,91
3010,11,16,600500,285892,292120
3011,7,13,292100,227181,221866
3012,7,12,94099,62173,58021
3013,8,17,316800,100052,153962
3014,2,2,60000,49902,9611
3015,1,1,5000,0,0
3016,2,2,23000,354,59
3017,5,17,66000,36608,31621
3018,7,19,85000,112906,77053
3019,8,11,400733,197650,227982
3020,4,5,109000,101551,99324
3021,3,9,28000,68,104
3022,9,9,333000,4857,17238
3023,2,3,21000,6842,4884
3024,5,8,109500,1262,1928
3025,3,15,45000,39930,13300
3026,9,22,348233,111879,84407
3027,18,34,701288,465707,469907
3028,2,3,119500,93360,94707
3029,7,11,67600,19507,17697
3030,12,25,419600,242407,190142
3032,9,15,285600,38124,69537
3033,6,17,115000,44413,65623
3034,6,7,80000,78615,78228
3035,1,1,3000,0,0
3036,1,4,67000,78205,38015
3037,6,8,141400,125829,131558
3038,10,20,301000,171294,151175
3039,12,25,361300,237934,210126
3040,1,4,30000,400,133
3041,1,1,9000,2526,3133
3042,6,26,300428,75341,90759
3043,9,18,297200,244635,232668
3044,11,18,497400,140539,171937
3045,2,3,24000,4896,816
3046,6,11,248500,135102,142364
3047,6,7,201000,169588,231396
3048,6,8,237500,226371,215475
3049,2,4,10000,2402,2661
3050,2,3,20001,0,0
3051,7,25,207600,40666,95070
3052,13,23,491812,323918,266956
3053,7,22,331832,195230,156117
3054,7,9,147879,124861,132606
3055,9,11,373967,123640,137684
3056,1,1,20000,19624,19632
3057,9,11,249000,227101,194532
3058,8,13,135000,89029,85062
3059,2,4,64000,2603,23953
3060,7,11,225800,174178,179333
3061,4,8,48000,18573,23754
3063,3,3,23000,7352,7422
3064,5,19,264900,230611,201529
3065,2,2,88000,88852,88900
3066,3,6,102000,51969,44675
3067,4,29,101700,46348,32570
3068,7,40,343634,248391,226300
3069,7,9,111000,86117,85125
3070,1,1,0,2162,1542
3071,3,3,18610,0,491
3072,1,1,3000,1366,2496
3073,7,7,110000,109549,95862
3074,5,24,109000,75189,88238
3075,7,20,190500,188419,179990
3076,6,9,91000,100179,122015
3077,6,9,207100,64648,71746
3078,11,18,548500,410772,393680
3079,7,11,117875,93173,96136
3080,4,25,37500,23053,25720
3081,8,10,283800,277090,275648
3082,3,3,145000,25039,19732
3083,9,14,361521,227153,242825
3085,4,6,77000,62345,66418
3086,8,11,544001,343117,256691
3087,8,12,338435,217925,232546
3088,5,9,119800,68294,42206
3089,8,10,167500,1606,6422
3090,2,3,20010,0,9
3091,7,9,244000,4629,17021
3092,4,8,35100,98812,51617
3093,7,12,114000,100109,127983
3094,5,8,115400,85024,51820
3095,1,1,5000,4900,2450
3096,1,1,8000,0,0
3097,7,11,154500,71120,68611
3098,5,8,167801,73369,63322
3099,2,9,95000,26401,25874
3100,10,17,242000,187527,180741
3101,5,18,87000,79261,97578
3102,7,8,150041,125592,101329
3103,8,19,205900,122799,116217
3104,1,3,6489,5995,4961
3105,2,2,9000,0,1356
3106,10,26,262418,172373,176622
3107,1,1,9000,1546,1124
3108,4,15,169444,2871,17508
3109,2,3,207000,112494,106396
3110,9,13,658817,246581,85049
3111,9,17,996343,371057,385006
3112,3,4,34800,3813,3816
3113,1,4,42000,62,506
3114,3,4,77000,38840,14311
3115,8,11,747400,346694,278851
3116,2,3,18000,7851,7766
3117,3,7,40500,16998,101110
3118,2,4,16000,0,0
3119,12,23,188500,63575,71912
3121,11,20,841621,102444,118743
3122,7,19,201000,79110,164424
3123,2,3,12000,0,0
3124,2,4,38000,108,788
3125,5,8,691000,632581,514420
3126,3,16,71000,66364,62829
3127,8,8,239000,60124,38768
3128,6,10,391500,99988,103297
3129,3,5,175000,166131,150358
3130,5,16,145000,34657,27352
3131,2,2,88000,44301,46385
3132,11,19,248500,192789,157103
3133,6,28,440000,230742,194502
3134,3,4,151500,109166,61806
3135,14,36,559415,113334,163097
3136,7,22,561209,318132,248803
3137,4,5,79500,4221,19912
3138,2,9,70000,38360,42311
3139,10,16,796120,224108,239257
3140,4,16,169000,107570,90028
3141,3,5,31000,14670,16150
3142,2,2,40000,29691,16822
3143,2,2,95000,13519,7541
3144,5,7,127600,54314,43090
3145,1,3,35000,0,0
3146,4,7,29200,200,100
3147,4,8,40900,14766,17442
3148,7,9,203000,93682,110576
3149,4,6,276000,130677,127386
3150,13,16,189931,147065,317707
3151,13,23,547100,167754,183011
3152,2,2,56000,20000,11453
3153,4,8,177100,177064,184640
3154,4,5,166000,69838,68743
3155,2,2,60001,3082,6859
3156,2,3,79000,42836,32547
3157,3,7,73000,722,120
3158,5,8,111000,109665,37617
3159,3,7,169161,111177,108776
3160,5,9,287042,198554,155398
3161,6,8,389600,235103,260404
3162,2,5,10000,0,196
3163,3,10,147700,30571,33818
3164,1,1,39000,30897,32162
3165,5,20,242200,100864,74240
3166,6,15,414500,188921,198470
3167,5,16,370000,262740,276679
3168,2,2,27000,0,0
3169,2,3,61000,60000,11463
3170,6,7,34500,11189,4598
3172,1,2,10000,1200,4265
3173,2,2,20000,0,126
3174,1,1,56290,1255,4488
3175,5,6,179000,40878,28656
3176,11,15,663600,364431,432455
3177,8,11,145002,139379,133092
3178,4,13,54000,35634,36259
3179,6,17,116000,66208,80346
3180,9,17,273000,70463,72695
3181,4,8,49000,28473,28945
3182,1,2,6000,0,0
3183,3,3,109000,27310,19367
3184,1,1,7000,39,1513
3185,4,18,89001,16867,39469
3186,2,11,24000,7193,14634
3187,12,19,536500,342744,381278
3188,9,14,427667,156211,149705
3189,6,6,86000,56358,60639
3190,10,11,153000,240072,183599
3191,11,58,408500,170949,98765
3192,4,16,108000,8256,12831
3193,9,21,412765,230255,69276
3194,4,4,98000,1081,3510
3195,1,1,3000,0,0
3196,4,18,101910,51934,35017
3197,4,7,76000,7067,10776
3198,6,7,394200,177653,174981
3199,4,15,173000,130550,104303
3200,1,1,5000,0,0
3201,7,10,299000,157490,145817
3202,1,11,5000,571,374
3203,2,3,112000,49581,62820
3204,5,6,89000,50556,56077
3205,1,2,20000,19997,80173
3206,5,8,125500,61915,61909
3207,3,27,15000,14570,13282
3208,5,8,391000,64186,70961
3209,4,7,376000,206000,220500
3210,12,17,393000,308013,233303
3211,6,8,64000,63725,59747
3212,5,7,301191,277507,304393
3213,6,18,238000,225452,182733
3215,2,2,32000,19924,3336
3216,4,9,108000,66463,59453
3217,12,21,724406,237988,229248
3218,1,1,19222,8602,8300
3219,5,6,413800,81486,76490
3220,4,5,52000,100,5831
3222,5,5,51000,10500,5504
3223,7,22,112324,67175,98940
3224,5,7,45000,151,977
3225,6,6,188000,120506,122148
3226,5,8,265200,97672,125943
3227,4,7,290583,163087,145665
3228,4,5,129000,88431,47831
3229,5,8,97000,131802,82285
3230,8,18,182000,20921,3535
3231,2,2,14500,14512,13374
3232,7,12,161000,64419,67232
3233,6,11,561000,378991,470553
3234,3,6,48000,6806,19356
3235,1,2,10,0,0
3236,6,21,125938,32436,37067
3237,2,2,52000,30476,17353
3238,2,12,62000,0,2623
3239,3,3,10000,0,491
3240,3,4,33096,0,0
3241,5,9,83000,1097,24175
3242,4,5,119100,48147,15857
3243,6,11,404100,135386,87449
3244,6,6,157000,82457,92327
3245,4,8,40800,19166,24622
3246,9,15,397800,339561,320770
3247,2,4,92209,24014,19147
3248,9,24,325500,141672,171281
3249,4,6,33000,15439,11537
3250,4,15,80001,4,1003
3251,2,2,5000,0,0
3252,11,21,292478,135841,162404
3253,3,5,104000,247,4432
3254,2,2,11000,0,0
3256,4,6,73300,4130,14080
3257,5,15,164689,164976,137605
3258,11,16,288201,226929,241755
3259,3,14,30000,0,135
3260,10,12,267600,0,1445
3261,2,2,105000,100530,101466
3262,3,7,22000,0,0
3263,7,8,64121,63575,66212
3264,4,5,164000,13125,22109
3265,2,4,66000,43,13
3266,3,4,122000,23083,16601
3267,7,17,134000,86767,58049
3268,3,13,40500,24835,20358
3269,5,15,204681,114046,113884
3270,3,5,295500,194820,194323
3271,7,13,193397,131904,147087
3272,8,13,246012,122001,117189
3273,3,4,21000,136,96
3275,9,15,228850,195258,212346
3276,1,1,30000,0,0
3277,9,30,473001,397845,402822
3278,4,15,234000,41479,106550
3279,8,23,233000,174532,186379
3280,2,3,80000,57289,50671
3281,7,14,295000,74508,83639
3282,4,5,212872,9248,25081
3283,8,9,162000,152313,150264
3284,1,2,11000,0,0
3286,2,2,18000,0,8876
3287,3,6,152105,21700,18410
3288,6,11,283555,105984,62282
3289,2,3,59000,44818,44714
3290,8,22,236500,69270,100112
3291,11,30,384250,180107,90980
3292,7,13,295000,112952,41785
3293,5,11,133005,59546,79617
3294,2,12,30000,10818,2390
3295,8,33,159000,100032,88841
3296,5,17,409000,297283,304255
3297,5,9,289000,149347,141828
3298,3,21,131000,51369,25649
3299,6,6,330500,128027,128469
3300,6,7,200690,54,38161
3301,5,10,190001,113688,85373
3302,9,22,357654,312644,225083
3303,2,3,80000,12493,13860
3304,8,25,662038,381941,273818
3305,9,13,217621,172505,161776
3306,1,1,10000,10100,7430
3307,2,4,19000,7000,7936
3308,4,4,133000,5947,14864
3309,5,5,214600,62078,98608
3310,1,1,0,0,0
3311,9,16,163500,34481,36234
3312,3,10,132000,79345,63674
3313,8,15,332002,108584,132313
3314,6,12,180364,20677,22032
3315,1,1,7000,0,5697
3316,3,6,107000,84694,80749
3317,7,10,124000,98328,93733
3318,2,2,10000,3652,2213
3319,13,32,709065,267788,258320
3320,3,5,38000,31845,33833
3321,4,7,237000,7127,7001
3322,5,13,116000,100997,101224
3323,2,2,40000,20000,6667
3324,1,1,15000,7274,7036
3325,5,11,64816,74594,79252
3326,5,5,115000,32365,35293
3327,1,1,15000,0,0
3328,5,25,349800,237023,231072
3329,6,9,75500,2575,6169
3330,9,12,144121,79278,52575
3331,7,9,275000,190758,159475
3332,5,8,166000,92871,77599
3333,5,8,109000,0,182
3334,4,5,426800,337408,303058
3335,12,18,243700,161040,183297
3336,7,19,359075,182456,211623
3337,9,14,201845,168444,151278
3338,7,28,726370,360741,449833
3339,7,29,405875,230524,236237
3340,11,35,274640,239364,191938
3341,4,8,342000,216243,207990
3342,5,17,181439,108655,94060
3343,4,5,38000,33425,35373
3344,2,6,7000,0,3980
3345,6,24,215250,111686,105807
3346,10,28,381500,212582,218862
3347,8,19,211333,128767,79300
3348,2,3,6224,728,121
3349,5,9,341672,340517,264213
3350,5,5,63600,56990,54068
3351,8,17,304545,58613,119898
3352,3,4,27000,0,0
3353,1,1,11000,0,0
3354,7,11,401058,253140,296043
3355,5,17,173076,73485,66831
3356,5,20,280000,195398,168679
3357,2,15,69000,0,0
3358,3,3,42000,199,6273
3359,4,8,124264,65687,47065
3360,3,9,35100,34451,34995
3362,7,11,255966,223944,250743
3363,6,9,266300,134755,43873
3364,6,18,95800,73983,75165
3365,4,16,30300,23021,17642
3366,5,17,99413,32728,42718
3367,1,2,23000,3685,3945
3368,2,4,30000,0,0
3369,4,6,255000,63930,117862
3370,11,17,374500,22918,20174
3371,6,29,226000,165835,112380
3372,8,17,278198,174719,177773
3373,9,16,768600,259220,351008
3374,3,12,91000,90714,89466
3375,5,15,145000,52456,77868
3376,1,2,8000,0,305
3377,8,28,217000,44374,73937
3378,7,13,188800,42345,65295
3379,1,1,15000,0,0
3380,8,15,322500,297152,233062
3381,1,1,5000,357,169
3382,1,1,0,0,2172
3383,3,4,91000,26769,24445
3384,8,17,230692,146007,120065
3385,6,11,148100,78892,49330
