cust_id,basic_1,basic_2,basic_3
3541,34,2.0,40.0
3542,27,1.0,30.0
3543,31,1.0,90.0
3544,34,1.0,30.0
3545,39,1.0,30.0
3546,49,1.0,20.0
3547,39,1.0,60.0
3548,42,1.0,99.0
3549,45,1.0,30.0
3550,45,1.0,60.0
3551,36,1.0,60.0
3552,52,1.0,20.0
3553,34,1.0,20.0
3554,34,1.0,30.0
3555,43,2.0,30.0
3556,44,2.0,30.0
3557,32,2.0,60.0
3558,44,2.0,30.0
3559,38,1.0,30.0
3560,46,2.0,30.0
3561,36,1.0,20.0
3562,42,1.0,60.0
3563,39,1.0,30.0
3564,31,1.0,20.0
3565,45,1.0,60.0
3566,29,1.0,20.0
3567,42,1.0,60.0
3568,51,1.0,30.0
3569,42,1.0,20.0
3570,55,2.0,30.0
3571,40,1.0,30.0
3572,45,1.0,91.0
3573,50,1.0,30.0
3574,41,1.0,30.0
3575,34,1.0,30.0
3576,43,1.0,30.0
3577,47,1.0,30.0
3578,33,2.0,40.0
3579,37,2.0,30.0
3580,54,1.0,20.0
3581,46,1.0,30.0
3582,52,1.0,90.0
3583,56,1.0,99.0
3584,44,1.0,20.0
3585,33,1.0,40.0
3586,47,1.0,30.0
3587,47,2.0,30.0
3588,46,1.0,30.0
3589,55,1.0,60.0
3590,31,1.0,91.0
3591,33,1.0,60.0
3592,34,2.0,99.0
3593,30,2.0,30.0
3594,36,1.0,20.0
3595,40,1.0,30.0
3596,36,1.0,99.0
3597,36,2.0,30.0
3598,42,1.0,30.0
3599,56,1.0,60.0
3600,35,1.0,60.0
3601,51,2.0,60.0
3602,54,1.0,40.0
3603,36,1.0,60.0
3604,59,1.0,20.0
3605,30,1.0,20.0
3606,50,2.0,99.0
3607,35,1.0,30.0
3608,48,1.0,60.0
3609,33,1.0,20.0
3610,38,1.0,60.0
3611,36,1.0,20.0
3612,56,1.0,99.0
3613,44,1.0,99.0
3614,34,1.0,30.0
3615,33,2.0,30.0
3616,40,1.0,30.0
3617,41,1.0,20.0
3618,36,1.0,20.0
3619,36,2.0,30.0
3620,41,2.0,60.0
3621,33,1.0,30.0
3622,34,1.0,60.0
3623,41,2.0,20.0
3624,45,2.0,40.0
3625,54,1.0,60.0
3626,48,1.0,40.0
3627,45,1.0,90.0
3628,41,1.0,30.0
3629,53,1.0,30.0
3630,31,1.0,60.0
3631,37,1.0,30.0
3632,47,1.0,30.0
3633,41,1.0,91.0
3634,45,1.0,91.0
3635,29,1.0,20.0
3636,50,1.0,30.0
3637,54,2.0,20.0
3638,52,1.0,30.0
3639,30,2.0,91.0
3640,40,1.0,20.0
3641,35,1.0,40.0
3642,37,1.0,99.0
3643,34,1.0,30.0
3644,53,1.0,30.0
3645,35,2.0,30.0
3646,38,1.0,30.0
3647,54,1.0,99.0
3648,29,1.0,20.0
3649,41,1.0,60.0
3650,50,1.0,60.0
3651,50,1.0,60.0
3652,44,1.0,30.0
3653,51,1.0,30.0
3654,38,1.0,91.0
3655,34,1.0,60.0
3656,46,1.0,91.0
3657,43,2.0,40.0
3658,38,1.0,91.0
3659,40,1.0,99.0
3660,42,1.0,60.0
3661,40,1.0,20.0
3662,37,1.0,91.0
3663,29,2.0,30.0
3664,31,1.0,91.0
3665,55,1.0,91.0
3666,28,1.0,30.0
3667,51,1.0,91.0
3668,40,1.0,99.0
3669,38,1.0,30.0
3670,43,2.0,40.0
3671,43,1.0,60.0
3672,42,2.0,20.0
3673,35,1.0,60.0
3674,55,1.0,30.0
3675,43,1.0,60.0
3676,48,1.0,20.0
3677,38,2.0,30.0
3678,35,1.0,99.0
3679,56,2.0,40.0
3680,44,2.0,91.0
3681,33,1.0,20.0
3682,40,1.0,30.0
3683,37,1.0,20.0
3684,51,1.0,40.0
3685,35,2.0,60.0
3686,25,1.0,40.0
3687,41,1.0,99.0
3688,25,2.0,91.0
3689,29,1.0,60.0
3690,55,1.0,30.0
3691,42,2.0,99.0
3692,29,1.0,20.0
3693,47,1.0,60.0
3694,35,2.0,30.0
3695,37,2.0,60.0
3696,48,2.0,60.0
3697,36,1.0,30.0
3698,38,1.0,99.0
3699,29,1.0,60.0
3700,37,1.0,91.0
3701,45,2.0,30.0
3702,29,1.0,30.0
3703,45,2.0,30.0
3704,39,1.0,30.0
3705,34,1.0,30.0
3706,43,1.0,91.0
3707,54,1.0,30.0
3708,36,2.0,40.0
3709,43,1.0,30.0
3710,50,2.0,30.0
3711,58,1.0,60.0
3712,30,2.0,30.0
3713,42,1.0,
3714,47,1.0,60.0
3715,34,1.0,60.0
3716,33,1.0,30.0
3717,52,1.0,99.0
3718,51,1.0,20.0
3719,39,1.0,20.0
3720,38,2.0,30.0
3721,56,1.0,91.0
3722,46,2.0,30.0
3723,35,1.0,60.0
3724,40,1.0,20.0
3725,45,2.0,30.0
3726,32,1.0,99.0
3727,36,1.0,60.0
3728,41,1.0,20.0
3729,34,2.0,30.0
3730,37,1.0,30.0
3731,33,1.0,99.0
3732,47,1.0,99.0
3733,57,1.0,30.0
3734,36,1.0,60.0
3735,46,1.0,60.0
3736,37,1.0,30.0
3737,39,1.0,30.0
3738,46,1.0,30.0
3739,40,2.0,40.0
3740,33,1.0,30.0
3741,34,1.0,30.0
3742,37,1.0,91.0
3743,51,1.0,91.0
3744,49,1.0,99.0
3745,35,1.0,40.0
3746,46,1.0,20.0
3747,41,1.0,20.0
3748,45,2.0,40.0
3749,39,2.0,30.0
3750,51,1.0,
3751,39,1.0,40.0
3752,30,1.0,30.0
3753,49,2.0,40.0
3754,40,1.0,20.0
3755,56,2.0,40.0
3756,32,1.0,20.0
3757,45,1.0,99.0
3758,45,1.0,60.0
3759,45,2.0,60.0
3760,55,1.0,10.0
3761,37,1.0,60.0
3762,35,1.0,99.0
3763,38,1.0,30.0
3764,36,1.0,60.0
3765,50,1.0,60.0
3766,34,1.0,40.0
3767,37,2.0,60.0
3768,45,1.0,90.0
3769,32,1.0,30.0
3770,48,1.0,40.0
3771,47,1.0,30.0
3772,54,1.0,91.0
3773,30,1.0,20.0
3774,35,1.0,30.0
3775,33,1.0,40.0
3776,32,1.0,99.0
3777,47,1.0,91.0
3778,39,1.0,40.0
3779,51,1.0,99.0
3780,53,2.0,20.0
3781,53,1.0,60.0
3782,44,1.0,40.0
3783,26,1.0,30.0
3784,45,2.0,30.0
3785,46,2.0,91.0
3786,45,1.0,40.0
3787,47,1.0,90.0
3788,40,2.0,20.0
3789,42,1.0,91.0
3790,53,1.0,20.0
3791,50,1.0,30.0
3792,54,1.0,60.0
3793,34,1.0,40.0
3794,46,1.0,99.0
3795,43,1.0,91.0
3796,40,1.0,40.0
3797,45,1.0,40.0
3798,40,1.0,90.0
3799,35,1.0,20.0
3800,43,1.0,20.0
3801,39,1.0,20.0
3802,43,2.0,30.0
3803,48,1.0,30.0
3804,42,1.0,60.0
3805,46,2.0,20.0
3806,46,1.0,30.0
3807,37,1.0,60.0
3808,46,2.0,20.0
3809,50,1.0,91.0
3810,56,1.0,30.0
3811,43,2.0,40.0
3812,36,2.0,10.0
3813,32,2.0,30.0
3814,36,1.0,30.0
3815,51,1.0,99.0
3816,46,2.0,60.0
3817,47,1.0,40.0
3818,47,2.0,30.0
3819,43,2.0,30.0
3820,36,1.0,91.0
3821,39,1.0,30.0
3822,43,2.0,99.0
3823,36,1.0,60.0
3824,46,1.0,30.0
3825,44,1.0,20.0
3826,35,1.0,20.0
3827,45,1.0,30.0
3828,40,1.0,30.0
3829,50,1.0,20.0
3830,48,2.0,20.0
3831,50,1.0,91.0
3832,45,1.0,60.0
3833,51,2.0,30.0
3834,47,2.0,60.0
3835,46,1.0,99.0
3836,41,1.0,30.0
3837,38,2.0,20.0
3838,39,1.0,30.0
3839,40,1.0,60.0
3840,44,1.0,20.0
3841,44,2.0,99.0
3842,51,1.0,30.0
3843,37,2.0,40.0
3844,50,1.0,40.0
3845,39,1.0,30.0
3846,34,1.0,30.0
3847,47,1.0,99.0
3848,32,1.0,30.0
3849,40,1.0,60.0
3850,40,1.0,30.0
3851,37,2.0,20.0
3852,35,1.0,99.0
3853,48,2.0,91.0
3854,38,1.0,20.0
3855,52,1.0,60.0
3856,51,1.0,30.0
3857,33,1.0,60.0
3858,42,2.0,30.0
3859,46,1.0,60.0
3860,42,2.0,30.0
3861,41,1.0,60.0
3862,33,1.0,30.0
3863,48,1.0,60.0
3864,44,1.0,20.0
3865,33,2.0,91.0
3866,31,1.0,60.0
3867,47,2.0,20.0
3868,35,2.0,20.0
3869,30,2.0,40.0
3870,52,2.0,91.0
3871,53,1.0,20.0
3872,29,1.0,20.0
3873,45,1.0,30.0
3874,55,1.0,91.0
3875,49,2.0,30.0
3876,45,1.0,60.0
3877,36,1.0,60.0
3878,40,1.0,99.0
3879,55,1.0,20.0
3880,45,1.0,30.0
3881,30,2.0,30.0
3882,41,1.0,30.0
3883,32,1.0,
3884,47,2.0,30.0
3885,37,1.0,30.0
3886,36,1.0,60.0
3887,43,1.0,30.0
3888,35,1.0,30.0
3889,42,1.0,20.0
3890,27,1.0,99.0
3891,56,1.0,60.0
3892,48,1.0,30.0
3893,43,1.0,60.0
3894,55,1.0,60.0
3895,37,1.0,40.0
3896,37,1.0,60.0
3897,46,1.0,99.0
3898,56,1.0,91.0
3899,36,1.0,91.0
3900,44,1.0,20.0
3901,31,1.0,60.0
3902,37,1.0,20.0
3903,48,1.0,60.0
3904,29,2.0,30.0
3905,39,1.0,91.0
3906,49,2.0,40.0
3907,40,1.0,99.0
3908,47,2.0,60.0
3909,51,1.0,30.0
3910,30,1.0,20.0
3911,39,1.0,99.0
3912,43,1.0,91.0
3913,56,1.0,91.0
3914,49,1.0,60.0
3915,30,1.0,99.0
3916,34,1.0,20.0
3917,35,2.0,91.0
3918,51,1.0,60.0
3919,56,1.0,60.0
3920,40,1.0,20.0
3921,42,1.0,30.0
3922,55,2.0,40.0
3923,53,1.0,60.0
3924,48,2.0,30.0
3925,29,1.0,30.0
3926,43,1.0,60.0
3927,49,1.0,30.0
3928,35,1.0,99.0
3929,35,1.0,20.0
3930,51,1.0,30.0
3931,37,1.0,99.0
3932,56,1.0,30.0
3933,35,1.0,91.0
3934,46,1.0,99.0
3935,52,1.0,60.0
3936,39,1.0,20.0
3937,46,1.0,20.0
3938,38,1.0,30.0
3939,50,2.0,40.0
3940,37,1.0,30.0
3941,48,1.0,20.0
3942,37,1.0,99.0
3943,31,2.0,10.0
3944,29,1.0,40.0
3945,38,1.0,99.0
3946,47,1.0,40.0
3947,37,2.0,30.0
3948,49,1.0,91.0
3949,55,1.0,91.0
3950,44,1.0,60.0
3951,49,2.0,60.0
3952,35,1.0,30.0
3953,45,1.0,30.0
3954,39,1.0,30.0
3955,47,1.0,40.0
3956,45,2.0,30.0
3957,36,2.0,60.0
3958,32,1.0,60.0
3959,37,2.0,30.0
3960,47,1.0,20.0
3961,29,2.0,60.0
3962,54,1.0,
3963,58,1.0,91.0
3964,56,2.0,91.0
3965,46,1.0,30.0
3966,38,2.0,99.0
3967,40,1.0,30.0
3968,47,1.0,60.0
3969,40,1.0,30.0
3970,35,1.0,20.0
3971,41,1.0,91.0
3972,36,1.0,99.0
3973,47,1.0,20.0
3974,30,1.0,99.0
3975,34,2.0,20.0
3976,36,1.0,30.0
3977,31,1.0,30.0
3978,43,1.0,20.0
3979,42,1.0,30.0
3980,55,1.0,20.0
3981,37,1.0,30.0
3982,30,1.0,30.0
3983,42,1.0,40.0
3984,55,2.0,99.0
3985,43,1.0,40.0
3986,49,1.0,30.0
3987,51,1.0,91.0
3988,49,2.0,91.0
3989,27,2.0,20.0
3990,35,1.0,30.0
3991,46,1.0,30.0
3992,34,2.0,30.0
3993,37,1.0,20.0
3994,29,1.0,99.0
3995,46,2.0,60.0
3996,54,1.0,90.0
3997,47,1.0,30.0
3998,55,1.0,60.0
3999,48,2.0,20.0
4000,42,2.0,30.0
4001,54,1.0,99.0
4002,43,1.0,40.0
4003,32,1.0,30.0
4004,34,1.0,60.0
4005,40,1.0,99.0
4006,49,1.0,99.0
4007,46,2.0,40.0
4008,48,1.0,60.0
4009,43,1.0,30.0
4010,46,2.0,99.0
4011,40,2.0,30.0
4012,50,1.0,30.0
4013,36,1.0,30.0
4014,49,2.0,60.0
4015,40,2.0,91.0
4016,40,1.0,60.0
4017,49,1.0,30.0
4018,37,1.0,99.0
4019,39,1.0,91.0
4020,55,1.0,30.0
4021,48,1.0,99.0
4022,34,1.0,60.0
4023,41,2.0,20.0
4024,50,2.0,20.0
4025,41,1.0,60.0
4026,33,1.0,40.0
4027,39,2.0,10.0
4028,37,1.0,10.0
4029,38,1.0,60.0
4030,30,1.0,99.0
4031,42,1.0,30.0
4032,41,1.0,60.0
4033,36,1.0,20.0
4034,45,1.0,30.0
4035,59,1.0,20.0
4036,55,1.0,60.0
4037,53,2.0,60.0
4038,39,1.0,60.0
4039,38,1.0,30.0
4040,32,1.0,60.0
4041,42,1.0,30.0
4042,46,2.0,90.0
4043,58,1.0,30.0
4044,52,2.0,30.0
4045,37,1.0,30.0
4046,41,1.0,30.0
4047,41,1.0,99.0
4048,41,1.0,99.0
4049,45,2.0,30.0
4050,40,2.0,99.0
4051,40,1.0,20.0
4052,39,2.0,20.0
4053,49,1.0,99.0
4054,42,1.0,60.0
4055,52,1.0,40.0
4056,48,2.0,60.0
4057,31,1.0,20.0
4058,41,2.0,30.0
4059,35,1.0,20.0
4060,43,1.0,99.0
4061,49,1.0,60.0
4062,49,1.0,60.0
4063,43,1.0,91.0
4064,45,1.0,20.0
4065,49,1.0,30.0
4066,50,1.0,91.0
4067,39,1.0,20.0
4068,48,1.0,30.0
4069,55,1.0,30.0
4070,51,1.0,40.0
4071,48,1.0,30.0
4072,54,2.0,60.0
4073,56,2.0,30.0
4074,46,1.0,30.0
4075,33,1.0,30.0
4076,45,2.0,91.0
4077,55,2.0,20.0
4078,38,2.0,90.0
4079,34,2.0,60.0
4080,36,2.0,60.0
4081,46,2.0,30.0
4082,39,1.0,91.0
4083,32,1.0,20.0
4084,59,1.0,60.0
4085,30,2.0,30.0
4086,44,1.0,60.0
4087,48,1.0,20.0
4088,48,1.0,60.0
4089,50,1.0,40.0
4090,40,1.0,20.0
4091,52,1.0,20.0
4092,40,1.0,99.0
4093,45,1.0,60.0
4094,53,1.0,60.0
4095,32,1.0,99.0
4096,35,1.0,91.0
4097,45,1.0,30.0
4098,48,1.0,40.0
4099,37,1.0,30.0
4100,36,1.0,99.0
4101,41,2.0,30.0
4102,46,1.0,20.0
4103,40,2.0,60.0
4104,52,1.0,40.0
4105,53,1.0,60.0
4106,29,1.0,99.0
4107,47,2.0,20.0
4108,40,1.0,60.0
4109,31,1.0,40.0
4110,54,1.0,30.0
4111,53,2.0,40.0
4112,42,1.0,30.0
4113,35,1.0,30.0
4114,46,1.0,30.0
4115,36,1.0,30.0
4116,51,2.0,60.0
4117,41,1.0,60.0
4118,52,2.0,60.0
4119,56,1.0,91.0
4120,39,1.0,20.0
4121,52,2.0,40.0
4122,40,1.0,40.0
4123,33,1.0,90.0
4124,41,2.0,20.0
4125,54,1.0,30.0
4126,39,2.0,60.0
4127,42,1.0,91.0
4128,30,1.0,20.0
4129,56,2.0,40.0
4130,41,1.0,30.0
4131,34,1.0,30.0
4132,43,1.0,90.0
4133,48,1.0,30.0
4134,44,2.0,30.0
4135,35,2.0,91.0
4136,56,1.0,30.0
4137,49,2.0,20.0
4138,43,1.0,30.0
4139,36,1.0,30.0
4140,41,1.0,30.0
4141,33,1.0,10.0
4142,51,1.0,91.0
4143,43,1.0,30.0
4144,39,1.0,60.0
4145,37,1.0,99.0
4146,55,1.0,91.0
4147,41,1.0,20.0
4148,58,1.0,30.0
4149,42,1.0,20.0
4150,33,1.0,20.0
4151,36,1.0,30.0
4152,39,1.0,20.0
4153,39,1.0,30.0
4154,36,1.0,30.0
4155,56,1.0,60.0
4156,57,1.0,60.0
4157,49,1.0,30.0
4158,39,1.0,30.0
4159,36,1.0,30.0
4160,56,1.0,40.0
4161,30,2.0,20.0
4162,41,1.0,20.0
4163,48,1.0,30.0
4164,37,1.0,30.0
4165,46,1.0,30.0
4166,44,1.0,91.0
4167,37,1.0,30.0
4168,38,2.0,20.0
4169,35,1.0,99.0
4170,28,1.0,30.0
4171,51,2.0,99.0
4172,37,2.0,40.0
4173,51,1.0,40.0
4174,41,1.0,30.0
4175,55,1.0,30.0
4176,43,2.0,20.0
4177,36,2.0,30.0
4178,37,1.0,30.0
4179,50,1.0,20.0
4180,41,2.0,60.0
4181,43,1.0,30.0
4182,44,2.0,91.0
4183,38,2.0,30.0
4184,33,1.0,91.0
4185,36,1.0,30.0
4186,23,1.0,40.0
4187,43,1.0,30.0
4188,36,1.0,30.0
4189,40,1.0,20.0
4190,49,1.0,60.0
4191,33,1.0,60.0
4192,51,1.0,30.0
4193,50,1.0,40.0
4194,41,2.0,30.0
4195,33,1.0,20.0
4196,39,2.0,30.0
4197,35,1.0,30.0
4198,34,1.0,20.0
4199,35,2.0,30.0
4200,35,1.0,30.0
4201,36,2.0,91.0
4202,39,1.0,99.0
4203,40,1.0,20.0
4204,37,1.0,60.0
4205,52,2.0,40.0
4206,40,1.0,30.0
4207,46,1.0,40.0
4208,41,1.0,10.0
4209,47,2.0,91.0
4210,49,1.0,20.0
4211,40,1.0,20.0
4212,51,1.0,60.0
4213,55,1.0,60.0
4214,49,1.0,40.0
4215,60,1.0,60.0
4216,53,1.0,30.0
4217,33,2.0,30.0
4218,58,2.0,30.0
4219,30,1.0,90.0
4220,57,2.0,60.0
4221,39,1.0,60.0
4222,38,2.0,30.0
4223,32,1.0,20.0
4224,58,1.0,60.0
4225,38,2.0,60.0
4226,34,1.0,99.0
4227,53,1.0,60.0
4228,28,2.0,20.0
4229,47,1.0,60.0
4230,35,1.0,30.0
4231,40,2.0,30.0
4232,33,1.0,99.0
4233,51,1.0,40.0
4234,35,2.0,60.0
4235,47,1.0,30.0
4236,45,1.0,60.0
4237,62,2.0,40.0
4238,41,1.0,30.0
4239,39,1.0,20.0
4240,48,2.0,60.0
4241,45,2.0,91.0
4242,41,2.0,60.0
4243,44,2.0,30.0
4244,47,1.0,30.0
4245,53,1.0,60.0
4246,43,1.0,99.0
4247,44,1.0,91.0
4248,36,1.0,60.0
4249,29,2.0,30.0
4250,34,2.0,30.0
4251,41,1.0,20.0
4252,45,2.0,60.0
4253,42,1.0,60.0
4254,39,1.0,99.0
4255,47,1.0,30.0
4256,50,1.0,30.0
4257,29,1.0,99.0
4258,39,2.0,60.0
4259,33,1.0,30.0
4260,32,2.0,40.0
4261,55,1.0,30.0
4262,30,1.0,91.0
4263,36,1.0,20.0
4264,41,1.0,20.0
4265,47,2.0,40.0
4266,27,2.0,91.0
4267,43,1.0,30.0
4268,51,1.0,91.0
4269,34,1.0,30.0
4270,32,1.0,20.0
4271,39,1.0,30.0
4272,34,2.0,30.0
4273,31,1.0,20.0
4274,35,1.0,40.0
4275,56,1.0,30.0
4276,41,1.0,60.0
4277,37,2.0,20.0
4278,55,2.0,60.0
4279,54,1.0,30.0
4280,31,1.0,99.0
4281,46,2.0,60.0
4282,44,1.0,60.0
4283,46,2.0,20.0
4284,42,2.0,91.0
4285,53,1.0,99.0
4286,38,2.0,30.0
4287,31,1.0,20.0
4288,50,1.0,30.0
4289,37,1.0,60.0
4290,40,1.0,60.0
4291,31,1.0,40.0
4292,38,1.0,20.0
4293,49,1.0,60.0
4294,47,1.0,30.0
4295,36,1.0,60.0
4296,38,2.0,20.0
4297,46,1.0,60.0
4298,56,2.0,30.0
4299,51,2.0,30.0
4300,46,1.0,30.0
4301,56,1.0,91.0
4302,34,2.0,60.0
4303,40,1.0,91.0
4304,26,1.0,60.0
4305,41,2.0,99.0
4306,38,1.0,91.0
4307,50,1.0,60.0
4308,41,2.0,60.0
4309,49,1.0,91.0
4310,55,1.0,20.0
4311,45,1.0,20.0
4312,55,1.0,30.0
4313,36,2.0,20.0
4314,36,1.0,30.0
4315,32,2.0,40.0
4316,36,1.0,20.0
4317,34,1.0,20.0
4318,44,1.0,91.0
4319,35,1.0,20.0
4320,43,2.0,30.0
4321,44,1.0,40.0
4322,42,1.0,30.0
4323,47,2.0,91.0
4324,38,1.0,30.0
4325,46,1.0,60.0
4326,36,2.0,30.0
4327,49,1.0,20.0
4328,29,1.0,99.0
4329,45,1.0,10.0
4330,47,2.0,60.0
4331,43,2.0,60.0
4332,46,1.0,99.0
4333,50,1.0,60.0
4334,35,2.0,40.0
4335,37,2.0,30.0
4336,34,1.0,30.0
4337,36,2.0,30.0
4338,43,2.0,30.0
4339,26,1.0,60.0
4340,47,1.0,30.0
4341,33,2.0,20.0
4342,39,2.0,30.0
4343,28,1.0,99.0
4344,40,1.0,99.0
4345,35,1.0,20.0
4346,30,1.0,30.0
4347,38,2.0,99.0
4348,34,1.0,40.0
4349,47,1.0,20.0
4350,47,1.0,30.0
4351,39,1.0,30.0
4352,46,2.0,99.0
4353,37,2.0,30.0
4354,51,1.0,60.0
4355,34,2.0,30.0
4356,51,2.0,30.0
4357,46,2.0,40.0
4358,47,1.0,99.0
4359,54,1.0,40.0
4360,36,1.0,40.0
4361,47,2.0,60.0
4362,44,1.0,40.0
4363,53,1.0,10.0
4364,41,1.0,91.0
4365,56,2.0,91.0
4366,29,1.0,60.0
4367,49,1.0,60.0
4368,35,1.0,30.0
4369,48,1.0,30.0
4370,42,1.0,20.0
4371,50,2.0,99.0
4372,39,1.0,60.0
4373,32,1.0,40.0
4374,32,1.0,91.0
4375,35,1.0,30.0
4376,47,2.0,30.0
4377,30,1.0,30.0
4378,34,1.0,30.0
4379,36,1.0,30.0
4380,35,1.0,20.0
4381,35,1.0,20.0
4382,45,1.0,99.0
4383,49,1.0,91.0
4384,33,1.0,99.0
4385,39,1.0,30.0
4386,40,1.0,20.0
4387,41,1.0,60.0
4388,50,1.0,30.0
4389,42,2.0,40.0
4390,47,1.0,91.0
4391,49,2.0,30.0
4392,28,1.0,30.0
4393,47,2.0,99.0
4394,41,1.0,60.0
4395,34,1.0,99.0
4396,48,1.0,91.0
4397,39,2.0,30.0
4398,46,2.0,99.0
4399,53,1.0,40.0
4400,46,1.0,60.0
4401,32,1.0,40.0
4402,40,2.0,60.0
4403,35,1.0,40.0
4404,54,1.0,99.0
4405,38,2.0,20.0
4406,45,1.0,30.0
4407,32,2.0,20.0
4408,28,2.0,30.0
4409,36,2.0,99.0
4410,52,1.0,40.0
4411,51,1.0,91.0
4412,44,1.0,20.0
4413,40,2.0,30.0
4414,31,1.0,20.0
4415,52,1.0,30.0
4416,37,1.0,99.0
4417,28,2.0,20.0
4418,43,1.0,20.0
4419,53,2.0,60.0
4420,36,1.0,30.0
4421,41,1.0,90.0
4422,47,2.0,30.0
4423,43,1.0,
4424,42,1.0,30.0
4425,40,1.0,30.0
4426,53,1.0,99.0
4427,34,1.0,60.0
4428,37,1.0,60.0
4429,42,1.0,60.0
4430,33,1.0,30.0
4431,32,1.0,40.0
4432,37,1.0,20.0
4433,47,1.0,60.0
4434,29,2.0,60.0
4435,53,1.0,91.0
4436,29,1.0,91.0
4437,35,1.0,30.0
4438,38,2.0,60.0
4439,51,2.0,91.0
4440,38,1.0,40.0
4441,48,2.0,60.0
4442,55,1.0,30.0
4443,49,2.0,60.0
4444,48,1.0,60.0
4445,30,1.0,60.0
4446,47,1.0,60.0
4447,39,2.0,30.0
4448,51,1.0,30.0
4449,58,1.0,30.0
4450,50,1.0,91.0
4451,31,1.0,30.0
4452,47,2.0,30.0
4453,52,1.0,30.0
4454,35,1.0,60.0
4455,34,1.0,30.0
4456,47,1.0,99.0
4457,50,2.0,60.0
4458,45,1.0,30.0
4459,53,2.0,30.0
4460,35,2.0,91.0
4461,26,1.0,99.0
4462,45,1.0,60.0
4463,32,1.0,60.0
4464,51,1.0,60.0
4465,35,2.0,30.0
4466,39,2.0,40.0
4467,41,2.0,60.0
4468,39,1.0,99.0
4469,31,1.0,91.0
4470,33,1.0,30.0
4471,39,2.0,40.0
4472,41,1.0,20.0
4473,35,1.0,20.0
4474,52,1.0,30.0
4475,50,1.0,20.0
4476,46,1.0,60.0
4477,39,1.0,30.0
4478,38,2.0,20.0
4479,50,2.0,60.0
4480,49,1.0,20.0
4481,38,1.0,20.0
4482,42,1.0,60.0
4483,50,1.0,99.0
4484,43,2.0,60.0
4485,37,2.0,30.0
4486,44,1.0,99.0
4487,50,1.0,30.0
4488,40,1.0,91.0
4489,54,2.0,60.0
4490,48,1.0,60.0
4491,30,2.0,20.0
4492,36,1.0,40.0
4493,31,1.0,30.0
4494,51,1.0,91.0
4495,36,1.0,30.0
4496,34,2.0,30.0
4497,52,1.0,60.0
4498,48,1.0,91.0
4499,48,1.0,91.0
4500,40,2.0,60.0
4501,40,2.0,30.0
4502,52,2.0,91.0
4503,48,2.0,30.0
4504,28,1.0,30.0
4505,40,2.0,60.0
4506,53,1.0,40.0
4507,31,1.0,30.0
4508,39,2.0,30.0
4509,47,1.0,30.0
4510,33,2.0,60.0
4511,43,1.0,30.0
4512,45,1.0,40.0
4513,53,1.0,60.0
4514,40,1.0,20.0
4515,36,1.0,99.0
4516,51,1.0,60.0
4517,39,1.0,
4518,34,1.0,30.0
4519,45,1.0,30.0
4520,30,1.0,60.0
4521,53,1.0,30.0
4522,57,2.0,99.0
4523,52,1.0,99.0
4524,33,1.0,30.0
4525,33,1.0,60.0
4526,56,1.0,60.0
4527,48,2.0,99.0
4528,41,1.0,30.0
4529,52,1.0,10.0
4530,36,2.0,40.0
4531,29,2.0,40.0
4532,38,1.0,20.0
4533,51,1.0,30.0
4534,54,1.0,99.0
4535,43,1.0,30.0
4536,48,2.0,60.0
4537,54,2.0,30.0
4538,29,2.0,30.0
4539,39,1.0,60.0
4540,56,2.0,60.0
4541,54,1.0,40.0
4542,44,2.0,30.0
4543,45,2.0,60.0
4544,33,2.0,
4545,43,2.0,30.0
4546,57,1.0,99.0
4547,35,1.0,60.0
4548,44,1.0,40.0
4549,44,1.0,30.0
4550,46,1.0,30.0
4551,44,1.0,30.0
4552,31,1.0,91.0
4553,30,2.0,20.0
4554,35,1.0,30.0
4555,50,1.0,60.0
4556,40,1.0,91.0
4557,52,1.0,30.0
4558,40,1.0,91.0
4559,54,1.0,30.0
4560,28,2.0,60.0
4561,30,1.0,30.0
4562,40,2.0,30.0
4563,35,1.0,60.0
4564,29,1.0,20.0
4565,55,1.0,20.0
4566,44,1.0,30.0
4567,34,1.0,99.0
4568,40,1.0,30.0
4569,41,2.0,20.0
4570,37,1.0,60.0
4571,37,1.0,60.0
4572,42,1.0,30.0
4573,49,1.0,91.0
4574,32,1.0,20.0
4575,35,2.0,30.0
4576,46,2.0,30.0
4577,52,1.0,60.0
4578,42,1.0,30.0
4579,33,2.0,91.0
4580,37,1.0,20.0
4581,40,2.0,30.0
4582,42,2.0,20.0
4583,45,1.0,60.0
4584,37,1.0,30.0
4585,33,1.0,40.0
4586,45,1.0,91.0
4587,48,1.0,30.0
4588,43,1.0,20.0
4589,51,1.0,91.0
4590,38,1.0,60.0
4591,42,1.0,40.0
4592,49,1.0,30.0
4593,38,2.0,30.0
4594,30,1.0,99.0
4595,39,1.0,30.0
4596,45,1.0,30.0
4597,56,1.0,20.0
4598,33,1.0,30.0
4599,41,1.0,99.0
4600,48,2.0,30.0
4601,30,1.0,20.0
4602,34,2.0,20.0
4603,28,2.0,60.0
4604,38,1.0,30.0
4605,44,1.0,20.0
4606,36,1.0,30.0
4607,35,1.0,30.0
4608,37,1.0,20.0
4609,45,1.0,40.0
4610,46,2.0,30.0
4611,46,2.0,20.0
4612,47,1.0,10.0
4613,57,2.0,30.0
4614,42,1.0,60.0
4615,43,1.0,60.0
4616,45,1.0,60.0
4617,33,1.0,30.0
